,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
433,Zentrale Orte Monitoring,Zentralörtlicher Status (differenziert),,Zentralörtlicher Status gemäß Festlegung nach Programmen der Länder (differenziert):10 = Oberzentrum11 = Teil eines Oberzentrums20 = Mittelzentrum mit Teilfunktionen eines Oberzentrums21 = Teil eines Mittelzentrums mit Teilfunktionen eines Oberzentrums30 = Mittelzentrum31 = Teil eines Mittelzentrums40 = Unterzentrum mit Teilfunktionen eines Mittelzentrums41 = Teil eines Unterzentrums mit Teilfunktionen eines Mittelzentrums50 = Unterzentrum51 = Teil eines Unterzentrums60 = Kleinzentrum mit Teilfunktionen eines Unterzentrums61 = Teil eines Kleinzentrums mit Teilfunktionen eines Unterzentrums70 = Kleinzentrum71 = Teil eines Kleinzentrums0 = keine zentralörtliche Einstufung,Festlegung nach Programmen und Plänen der Länder,Gecentraliseerde locaties Monitoring,Centrale lokale status (gedifferentieerd),,Centrale lokale status volgens de programma's van de landen (gedifferentieerd):10 = bovencentrum11 = deel van een bovencentrum20 = middencentrum met subfuncties van een centrum21 = deel van een centrum met subfuncties van een centrum30 = middencentrum31 = deel van een centrum40 = subcentrum met subfuncties van een centrum41 = deel van een subcentrum met subfuncties van een centrum50 = subcentrum51 = deel van een subcentrum60 = klein centrum met subfuncties van een subcentrum61 = deel van een klein centrum met subcentrum70 = klein centrum71 = deel van een klein centrum0 = geen centrale indeling,Vaststelling volgens programma's en plannen van de landen
434,Zentrale Orte Monitoring,Stadt-/Gemeindetyp,,"Der Stadt- und Gemeindetyp ordnet alle Verbandsgemeinden in Städte (Groß-, Mittel- und Kleinstädte) und in ländliche Gemeinden nach den Kriterien der Einwohnerzahl, zentralörtlichen Funktion und der phänomenologischen, siedlungsstrukturellen Prägung:10 = Großstädte20 = Mittelstädte30 = größere Kleinstädte40 = kleine Kleinstädte50 = Landgemeinden ",Laufende Raumbeobachtung des BBSR,Gecentraliseerde locaties Monitoring,Stads-/gemeentetype,,"Het stads- en gemeentetype bepaalt alle gemeenten in steden (grote, middelgrote en kleine steden) en plattelandsgemeenten volgens de criteria van het bevolkingsaantal, de functie van het centrum en de fenomenologische structuur van de urbanisatie:10 = grote steden20 = middelgrote steden30 = grotere kleine steden40 = kleine steden50 = plattelandsgemeenten",Permanente observatie van de ruimte van de SBSR
435,Zentrale Orte Monitoring,Raumtyp nach Lage,,Lagetypen nach erreichbarer Tagesbevölkerung:1 = sehr zentral2 = zentral3 = peripher4 = sehr peripher,Laufende Raumbeobachtung des BBSR,Gecentraliseerde locaties Monitoring,Type ruimte naar locatie,,Liggingstypen naar bereikbare dagbevolking:1 = zeer centraal2 = centraal3 = peripher4 = zeer peripher,Permanente observatie van de ruimte van de SBSR
436,Zentrale Orte Monitoring,RegioStaR 17 - Regionalstatistischer Raumtyp,,"111 = Metropolitane Stadregion - Metropole112 = Metropolitane Stadregion - Großstadt113 = Metropolitane Stadregion - Mittelstadt114 = Metropolitane Stadregion - Verstädterter Raum115 = Metropolitane Stadregion - Kleinstädtisch, dörflicher Raum121 = Regiopolitane Stadtregion - Regiopole123 = Regiopolitane Stadregion - Mittelstadt124 = Regiopolitane Stadtregion - Verstädterter Raum125 = Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum211 = Stadtregionsnahe ländliche Region - Zentrale Stadt213 = Stadtregionsnahe ländliche Region - Mittelstadt214 = Stadtregionsnahe ländliche Region - Verstädterter Raum215 = Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum221 = Periphere ländliche Region - Zentrale Stadt223 = Periphere ländliche Region - Mittelstadt224 = Periphere ländliche Region - Verstädterter Raum225 = Periphere ländliche Region - Kleinstädtischer, dörflicher Raum",Laufende Raumbeobachtung des BBSR,Gecentraliseerde locaties Monitoring,RegioStaR 17 - Regionaal statistisch ruimtelijke type,,"111 = Metropolitane Stadsregio - Metropolitane Stadsregio112 = Metropolitane Stadsregio - Grote stad113 = Metropolitane Stadsregio - Middenstad114 = Metropolitane Stadsregio115 = Metropolitane Stadsregio - Kleinste, dorpsregio121 = Regiopolitane Stadsregio - Regiopole123 = Regiopolitane Stadsregio - Middenstad124 = Regiopolitane Stadsregio - Verstedelijk gebied125 = Regiopolitane Stadsregio - Kleinste, dorpsregio211 = Stadsregio's in de buurt van het platteland213 = Stadsregio's in de buurt van het platteland - Middenstad214 = Stadsregio's in de buurt van het platteland - Stadsregio's in de buurt van het stadsdeel215 = Plattelandsregio's in de buurt van de stad - Kleinste, dorpsregio's221 = Noordelijk gebied in de buurt van de stad223 = Middelste stad in de regio's224 = Perifere plattelandsregio's - Verstede regio's225 = Perifere plattelandsregio's - Kleinste, dorps",Permanente observatie van de ruimte van de SBSR
437,Zentrale Orte Monitoring,Bevölkerung,,"Es handelt sich um die Zahl der Einwohner zum Stichtag 31. Dezember des jeweiligen Jahres. Ab 2011 Ergebnisse der Bevölkerungsfortschreibung auf Grundlage des Zensus 2011. Als Bevölkerung (Einwohnerinnen und Einwohner) wird die Anzahl der Personen bezeichnet, die in einer Regionaleinheit (Gemeinde, Kreis usw.) ihren ständigen Wohnsitz (Hauptwohnsitz) haben, einschließlich der dort für längere Zeit als wohnhaft gemeldeten Ausländer. Das BBSR verwendet die Bevölkerung zum Stichtag 31. Dezember für alle einwohnerbezogenen Indikatoren, so auch bei Fließgrößen über das Jahr (wie Geburten, Sterbefälle, Wanderungen, Finanzströmen und – anders als die Statistischen Ämter des Bundes und der Länder - auch bei den Größen der Volkswirtschaftlichen Gesamtrechnung.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,Gecentraliseerde locaties Monitoring,Bevolking,,"Het gaat om het aantal inwoners op 31 december van elk jaar. Vanaf 2011 de resultaten van de bevolkingsaanvulling op basis van de census 2011. De bevolking (inwoners) wordt het aantal personen genoemd die in een regionale eenheid (gemeenten, districten, enz.) hun vaste verblijfplaats (hoofdwoonplaats) hebben, met inbegrip van de vreemdelingen die daar voor langere tijd als inwoner zijn geregistreerd. Het BBSR gebruikt de bevolking op 31 december voor alle indicatoren die betrekking hebben op de bevolking, ook bij stromen over het jaar (zoals geboorten, overlijdens, migraties, financiële stromen en in tegenstelling tot de statistische diensten van de federale overheid en de deelstaten - ook bij de omvang van de nationale rekeningen.",Voortzetting van de bevolking van de federale en de deelstaten
438,Zentrale Orte Monitoring,Bodenfläche gesamt qkm,,Als Katasterfläche bezeichnet man den vermessungstechnisch ermittelten Flächeninhalt einer Regionaleinheit. Grundlage für die Ermittlung der Fläche bildet der von Vermessungsämtern geführte Kataster. Statt von Katasterfläche wir verkürzt auch von Fläche oder Gesamtfläche gesprochen.,Flächenerhebung nach Art der tatsächlichen Nutzung der Statistischen Ämter des Bundes und der Länder,Gecentraliseerde locaties Monitoring,Totaal vloeroppervlak qkm,,Het kadastrale oppervlak wordt de gemeten oppervlakte van een regionale eenheid genoemd. De basis voor de bepaling van de oppervlakte is de kadastrale kadastrale structuur die door de meters wordt geleid. In plaats van kadastrale oppervlakte verkorten wij ook de oppervlakte of de totale oppervlakte.,Oppervlakteenquête naar het werkelijke gebruik van de statistische diensten van de federale overheid en de deelstaten
439,Zentrale Orte Monitoring,Einwohnerdichte,E <Zeitpunkt> / Fläche <Zeitpunkt>,"Die Einwohnerdichte ist ein generelles Maß der regionalen Bevölkerungsverteilung und das am häufigsten verwendete Dichtemaß. Sie gibt Aufschluss zur Beurteilung des Arbeitsmarktes, der Auslastung von Infrastruktur, der Belastung der Umwelt usw. Zudem findet die Einwohnerdichte oft als zentraler Indikator Eingang in die Typisierung bzw. Differenzierung eher städtischer oder eher ländlicher Gebiete. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.","Fortschreibung des Bevölkerungsstandes des Bundes und der Länder, Flächenerhebung nach Art der tatsächlichen Nutzung der Statistischen Ämter des Bundes und der Länder",Gecentraliseerde locaties Monitoring,Bevolkingsdichtheid,E <Tijdpunt> / Oppervlakte <Tijdpunt>,"De bevolkingsdichtheid is een algemeen niveau van regionale bevolkingsverdeling en de meest gebruikte dichtheidsmaatstaf. Het geeft een beeld van de arbeidsmarkt, de benutting van infrastructuur, de druk op het milieu, enz. Bovendien wordt de bevolkingsdichtheid vaak als centrale indicator gebruikt voor de typering of differentiatie van meer stedelijke of meer landelijke gebieden. Bij de bevolking moet worden opgemerkt dat de cijfers vanaf 2011 betrekking hebben op de actualisering op basis van de census 2011.","Doorzetting van de bevolking van de federale en de deelstaten, grondenquête naar het werkelijke gebruik van de statistische diensten van de federale en de deelstaten"
440,Zentrale Orte Monitoring,Bevölkerungsentwicklung,(E <aktueller Zeitpunkt> - E <Ausgangszeitpunkt>) / E <Ausgangszeitpunkt> x 100,"Berechnet ist die Veränderung der Bevölkerung über die jeweils letzten 5 Jahre. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Fortschreibung des Bevölkerungsstandes des Bundes und der Länder,Gecentraliseerde locaties Monitoring,Demografische ontwikkeling,(E <actueel tijdstip> - E <tijd bij aanvang>) / E <tijd bij aanvang> x 100,Berekend wordt de verandering van de bevolking gedurende de laatste 5 jaar. Bij de bevolking moet worden opgemerkt dat de cijfers vanaf 2011 betrekking hebben op de actualisering op basis van de census 2011.,Voortzetting van de bevolking van de federale en de deelstaten
441,Zentrale Orte Monitoring,Siedlungs- und Verkehrsfläche,Siedlungs- und Verkehrsfläche <Zeitpunkt> / Fläche <Zeitpunkt> x 100,"Der Indikator benennt den Anteil der Gebietsfläche, die für Siedlungszwecke beansprucht wird. Siedlungs- und Verkehrsfläche ist nicht gleichzusetzen mit versiegelter Fläche. Zur Siedlungsfläche zählen die Nutzungsarten Wohnbaufläche, Industrie- und Gewerbefläche, Öffentliche Einrichtungen sowie Erholungsfläche und Friedhöfe, abzüglich der Flächen für Bergbaubetrieb und Tagebau (sogenanntes Abbauland). Die Verkehrsfläche setzt sich aus den vier Unterarten Straßen- und Wegeverkehr, Bahn-, Flug- und Schiffsverkehr zusammen. Dementsprechend bezieht sich der Indikator nicht allein auf die versiegelte Fläche, sondern erfasst auch unbebaute und nicht versiegelte Flächen wie Hausgärten, Parks, Grünanlagen, Straßenbegleitgrün etc. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Flächen werden von der Statistik in ha ausgewiesen. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,Gecentraliseerde locaties Monitoring,Ruimte voor huisvesting en vervoer,Inrichtings- en verkeersoppervlak <tijdpunt> / oppervlakte <tijdpunt> x 100,"De indicator geeft het aandeel van het gebied aan dat wordt gebruikt voor huisvestingsdoeleinden. De woon- en verkeersoppervlakte is niet gelijk aan een verzegelde oppervlakte. De woonoppervlakte omvat het gebruik van de vier takken van het woon- en woongebied, de industrie- en bedrijfsoppervlakte, de openbare voorzieningen, het recreatiegebied en de begraafplaatsen, verminderd met de oppervlakte voor mijnbouwactiviteiten en dagbouw (het zogenoemde winningsland). Het verkeersgebied bestaat uit de vier takken van het weg- en wegvervoer, het spoor-, vliegtuig- en scheepsvervoer. De indicator heeft derhalve niet alleen betrekking op het verzegelde gebied, maar omvat ook onbebouwde en niet-afdichte gebieden zoals tuinen voor eigen gebruik, parken, groenvoorzieningen, wegenbegeleiding, enz. Aandeel in het gebied is altijd afhankelijk van de (administratieve) incisie van de territoriale eenheid. De oppervlakte wordt door de statistiek in ha aangegeven. De enquête is vanaf 2016 gebaseerd op het officiële informatiesysteem voor ligplaatsen (ALKIS), vóór 2016 op een beoordeling van het woongedeelte, laatstelijk van de geautomatiseerde huisvestingsregisters (ALB). Door de wijziging van de registratiebasis is de vergelijkbaarheid van de gegevens met de voorgaande jaren aanzienlijk beperkt om methodologische redenen.",Oppervlakteenquête naar het werkelijke gebruik van de deelstaat en de deelstaten
442,Zentrale Orte Monitoring,Siedlungsdichte in km²,E <Zeitpunkt> /Siedlungs- und Verkehrsfläche <Zeitpunkt>,"Die Siedlungsdichte beziffert, wieviele Einwohner pro km² Siedlungs- und Verkehrsfläche leben und gibt Hinweise auf die Effizien der Siedlungsflächennutzung. Er ist einer der drei Indikatoren der Deutschen Nachhaltigkeitsstrategie zur nachhaltigen Flächennutzung. Im Gegensatz zur Einwohnerdichte bezieht sich dieser Dichteindikator also nur auf die für Siedlungszwecke relevanten Flächen. Siedlungs- und Verkehrsfläche ist nicht gleichzusetzen mit versiegelter Fläche. Zur Siedlungs-fläche zählen die Nutzungsarten Wohnbaufläche, Industrie- und Gewerbefläche, Öffentliche Einrichtungen sowie Erholungsfläche und Friedhöfe, abzüglich der Flächen für Bergbaubetrieb und Tagebau (sogenanntes Abbauland). Die Verkehrsfläche setzt sich aus den vier Unterarten Straßen- und Wegeverkehr, Bahn-, Flug- und Schiffsverkehr zusammen. Dementsprechend bezieht sich der Indikator nicht allein auf die versiegelte Fläche, sondern erfasst auch unbebaute und nicht versiegelte Flächen wie Hausgärten, Parks, Grünanlagen, Straßenbegleitgrün etc. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt. Die Flächen werden von der Statistik in ha ausgewiesen. Bei der Bezugsgröße der Einwohner ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,Gecentraliseerde locaties Monitoring,Bevolkingsdichtheid in km2,E <Tijdpunt> /Landings- en verkeersoppervlak <Tijdpunt>,"De bevolkingsdichtheid is een van de drie indicatoren van de Duitse duurzaamheidsstrategie voor duurzaam grondgebruik. In tegenstelling tot de bevolkingsdichtheid heeft deze dichtheidsindicator dus alleen betrekking op de gebieden die relevant zijn voor het gebruik van de bebouwde grond. De woon- en vervoeroppervlakte is niet gelijk aan een verzegelde oppervlakte. De woon- en bedrijfsoppervlakte omvat de gebruiksvormen van de woon- en bedrijfsoppervlakte, de openbare voorzieningen en de recreatie- en begraafplaatsen, verminderd met de oppervlakte voor de mijnbouw en de dagbouw (het zogenaamde ""grondgebied""). Het verkeersgebied bestaat uit de vier subtypes weg- en wegvervoer, het spoorweg-, vliegtuig- en scheepsvervoer. De indicator heeft derhalve niet alleen betrekking op de verzegelde oppervlakte, maar omvat ook onbebouwde en niet-gezegelde grond zoals tuinen, parken, groenvoorzieningen, groenvoorzieningen voor de weg, enz. De enquête is vanaf 2016 gebaseerd op het officiële Ligaster-informatiesysteem (ALKIS), die vóór 2016 betrekking heeft op een beoordeling van de ligging, en tot slot van de geautomatiseerde grond (ALB).",Oppervlakteenquête naar het werkelijke gebruik van de deelstaat en de deelstaten
443,Zentrale Orte Monitoring,Gemeindeverwaltungen,Anzahl Gemeinde- bzw. Gemeindeverbandsverwaltungen,"Die Gemeindeverwaltung ist die Gesamtheit aller Organe, Ämter und Behörden einer Gemeinde. Sie übernimmt die hoheitlichen Aufgaben für die kleinste administrative Ebene der Gemeinden.",Gemeindeverzeichnis des Statistischen Bundesamtes und eigene Recherchen,Gecentraliseerde locaties Monitoring,Gemeenteraden,Aantal gemeenten of gemeenten,"Het gemeentebestuur is het geheel van alle instellingen, bureaus en autoriteiten van een gemeente en voert de taken van de overheid uit voor het kleinste administratieve niveau van de gemeenten.",Gemeenteregister van het Bundesamt voor de Statistiek en eigen onderzoek
444,Zentrale Orte Monitoring,Kreisverwaltungen,Anzahl Kreisverwaltungen,Die Kreisverwaltung erfüllt übergeordnete Aufgaben und steht an der Schnittstelle zwischen kommunaler Ebene mit den kreisangehörigen Gemeinden und der Landesebene. Die Kreisverwaltung hat kommunale und staatliche Planungsfunktionen inne.,Gemeindeverzeichnis des Statistischen Bundesamtes und eigene Recherchen,Gecentraliseerde locaties Monitoring,districtsbestuur,Aantal districtsadministraties,Het districtsbestuur vervult overkoepelende taken en staat op de interface tussen gemeentelijk niveau en de districtsbewoners en het nationale niveau. Het districtsbestuur heeft gemeentelijke en nationale planningsfuncties.,Gemeenteregister van het Bundesamt voor de Statistiek en eigen onderzoek
445,Zentrale Orte Monitoring,Finanzämter,Anzahl  Finanzämter mit Besuchsverkehr,"Enthalten sind Finanzämter, die öffentlich zugänglich sind. Spezialeinrichtungen, etwa Einrichtungen der Steuerfahndung, sind nicht enthalten.",Finanzamtsuche des Bundeszentralamts für Steuern ,Gecentraliseerde locaties Monitoring,Financiële diensten,Aantal belastingkantoren met toeristenvervoer,"Het gaat hier om openbare belastingkantoren, met uitzondering van gespecialiseerde instellingen, zoals belastingfora.",Zoeken van belastingdiensten van het Bundescentralamt für Finanzen
446,Zentrale Orte Monitoring,Polizeidienststellen,Anzahl  Polizeidienststellen,"Es handelt sich i.d. Regel um Polizeidienststellen mit Publikumsverkehr (also z.B. ohne Dienststellen der Autobahnpolizei etc.). Die Daten wurde im Vergleich zum Datenstand 2017 einer Revision unterzogen und werden ab dem Zeitbezug 2019 angeboten, jedoch nicht mehr für vergangene Zeitbezüge.",Zulieferungen der Länder und eigene Recherchen,Gecentraliseerde locaties Monitoring,Politiediensten,Aantal politiediensten,"De gegevens werden herzien in vergelijking met de gegevens van 2017 en worden vanaf 2019 aangeboden, maar niet langer voor eerdere perioden.",Leveringen van landen en eigen onderzoek
447,Zentrale Orte Monitoring,"Polizeidienststellen, teilweise besetzt","Anzahl Polizeidienststellen die nicht täglich durchgehend erreichbar, sondern nur stundenweise besetzt sind","Die Besetzung der Polizeidienststellen richtet sich in der Regel nach der Größe ihres Aufgabenbereichs. Dabei handelt es sich meistens um Polizeidienststellen mit Publikumsverkehr (also z.B. ohne Dienststellen der Autobahnpolizei etc.). Die Daten wurde im Vergleich zum Datenstand 2017 einer Revision unterzogen und werden ab dem Zeitbezug 2019 angeboten, jedoch nicht mehr für vergangene Zeitbezüge.",Zulieferungen der Länder und eigene Recherchen,Gecentraliseerde locaties Monitoring,"Politiediensten, gedeeltelijk bezet","Aantal politiediensten dat niet dagelijks bereikbaar is, maar slechts per uur bezet is","De samenstelling van de politiediensten is in het algemeen afhankelijk van de omvang van hun taken. Dit zijn meestal openbare politiediensten (b.v. zonder diensten van de snelwegpolitie enz.). De gegevens zijn herzien in vergelijking met de stand van zaken in 2017 en worden vanaf 2019 aangeboden, maar niet meer voor eerdere tijdsbestedingen.",Leveringen van landen en eigen onderzoek
448,Zentrale Orte Monitoring,"Polizeidienststellen, durchgehend besetzt",Anzahl Polizeidienststellen die täglich durchgehend mit Polizisten besetzt und erreichbar sind,"Die Besetzung der Polizeidienststellen richtet sich in der Regel nach der Größe ihres Aufgabenbereichs. Dabei handelt es sich meistens um Polizeidienststellen mit Publikumsverkehr (also z.B. ohne Dienststellen der Autobahnpolizei etc.). Die Daten wurde im Vergleich zum Datenstand 2017 einer Revision unterzogen und werden ab dem Zeitbezug 2019 angeboten, jedoch nicht mehr für vergangene Zeitbezüge.",Zulieferungen der Länder und eigene Recherchen,Gecentraliseerde locaties Monitoring,"Politiediensten, permanent bezet",Aantal politiediensten dat dagelijks met politieagenten bezet en bereikbaar is,"De samenstelling van de politiediensten is in het algemeen afhankelijk van de omvang van hun taken. Dit zijn meestal openbare politiediensten (b.v. zonder diensten van de snelwegpolitie enz.). De gegevens zijn herzien in vergelijking met de stand van zaken in 2017 en worden vanaf 2019 aangeboden, maar niet meer voor eerdere tijdsbestedingen.",Leveringen van landen en eigen onderzoek
449,Zentrale Orte Monitoring,Arbeitsmarktverwaltungseinrichtungen,Anzahl  Arbeitsmarktverwaltungen,"Die Arbeitsmarktverwaltung setzt sich zusammen aus Jobcentern, Geschäftsstellen der Agentur für Arbeit sowie Agenturen für Arbeit oder Regionaldirektionen.",POI des BKG,Gecentraliseerde locaties Monitoring,Instellingen voor arbeidsmarktbeheer,Aantal diensten op het gebied van de arbeidsmarkt,"Het bestuur van de arbeidsmarkt bestaat uit Jobbentern, kantoren van het Agentschap voor de Arbeidsvoorziening en agentschappen voor de Arbeid of regionale directoraten.",POI van de BKG
450,Zentrale Orte Monitoring,Jobcenter,Anzahl Jobcenter,Jobcenter sind Einrichtungen der Bundesagentur für Arbeit oder eines kommunalen Trägers und werden teilweise gemeinschaftlich geführt. Sie sind zuständig für die Durchführung der Grundsicherung nach SGBII für Arbeitssuchende.,POI des BKG,Gecentraliseerde locaties Monitoring,Jobbenter,Aantal banen,Jobbenter zijn instellingen van het Bundesamt für Arbeit of van een gemeentelijk orgaan en worden gedeeltelijk gezamenlijk beheerd en zijn verantwoordelijk voor de uitvoering van de basisverzekering volgens SGBII voor werkzoekenden.,POI van de BKG
451,Zentrale Orte Monitoring,Arbeitsagenturen,Anzahl  Geschäftststellen und Agenturen für Arbeit,Jeder Agentur für Arbeit sind in der Regel mehrere Geschäftsstellen zugeordnet. Geschäftsstellen sind die regionalen Anlaufstellen der Bundesagentur für Arbeit.,POI des BKG,Gecentraliseerde locaties Monitoring,Arbeidsbureaus,Aantal bureaus en agentschappen voor arbeid,Elk bureau voor arbeid is in de regel met meerdere kantoren verbonden. De kantoren zijn de regionale contactpunten van het Bundes Agency für Arbeit.,POI van de BKG
452,Zentrale Orte Monitoring,Sonstige Arbeitsmarktverwaltungseinrichtungen,Sonstige Arbeitsmarktverwaltungseinrichtungen,"Die Kategorie Sonstige Arbeitsmarktverwaltungseinrichtungen setzt sich zusammen aus spezielleren Einrichtungen. Dazu zählen besondere Dienststellen, Familienkassen, Regionaldirektionen und die Zentrale.",POI des BKG,Gecentraliseerde locaties Monitoring,Andere instellingen voor arbeidsmarktbeheer,Andere instellingen voor arbeidsmarktbeheer,"De categorie Overige instellingen voor arbeidsmarktbeheer bestaat uit meer specifieke instellingen, zoals speciale diensten, gezinskas, regionale diensten en het hoofdkantoor.",POI van de BKG
453,Zentrale Orte Monitoring,Gerichte,Anzahl der Gerichte,"Es handelt sich um die Gesamtzahl der Gerichte in der Ordentlichen Gerichtsbarkeit, d.h. Amtsgerichte, Landgerichte und Oberlandesgerichte. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.",POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Rechtbanken,Aantal gerechten,"Het gaat om het totale aantal gerechten in de ordelijke jurisdictie, d.w.z. rechtbanken in het land en rechtbanken in het Oberlandesgericht. De gegevens op gemeentelijk niveau zijn afkomstig uit de Points of Interest (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
454,Zentrale Orte Monitoring,Amtsgerichte,Anzahl Amtsgerichte,Amtsgerichte zählen zur Ordentlichen Gerichtsbarkeit und sind die Eingangsinstanz. Sie sind zuständig für Zivil- und Strafsachen. Ohne Grundbuchämter. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.,POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Ambtsrechters,Aantal Amtsgerichten,Amtsgerichts behoren tot de ordelijke rechtspraak en zijn de instantie van binnenkomst. Zij zijn verantwoordelijk voor burgerlijke en strafzaken. Zonder kadasterbureaus. De gegevens op gemeentelijk niveau zijn afkomstig uit de Points of Interest (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen controle.,POI van de BKG en zelfonderzoek
455,Zentrale Orte Monitoring,Nebenstelle eines Amtsgerichts,Anzahl der Nebenstellen von Amtsgerichten,"Organisatorisch und funktional eigenständige Außen- und Nebenstellen eines Amtsgerichtes an anderen Standorten aber am auch selben Standort innerhalb eines Amtsgerichtes werden als Nebenstelle geführt. Dazu zählen etwa organisatorisch eigenständige Segmente eines Amtsgerichtes (z.B. Strafsegment AG Hamburg oder Segment Freiwillige Gerichtsbarkeit AG Hamburg), jedoch keine Grundbuchämter. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.",POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Bijkantoor van een Amtsgericht,Aantal nevenkantoren van Amtsgerichten,"Organisatorisch en functioneel onafhankelijke buiten- en nevenkantoren van een rechtbank op andere locaties, maar ook op dezelfde locatie binnen een rechtbank, worden als nevenkantoor geleid. Hieronder vallen bijvoorbeeld organisatorische afzonderlijke segmenten van een rechtbank (bv. strafsegment AG Hamburg of segment Vrijwilligersrecht AG Hamburg), maar geen kadastrale bureaus. De gegevens op gemeentelijk niveau zijn afkomstig uit de 'Points of Interest' (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
456,Zentrale Orte Monitoring,Landgerichte,Anzahl Landgerichte,"Landgerichte zählen zur Ordentlichen Gerichtsbarkeit und sind, gemeinsam mit den Amtsgerichten, deren Eingangsinstanz. Sie sind zuständig für Handels-, Zivil- und Strafsachen. Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.",POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Landelijke gerechten,Aantal gerechten in het land,"Landrechtbanken behoren tot de ordelijke jurisdictie en zijn, samen met de officiële rechtbanken, de instantie van binnenkomst. Zij zijn verantwoordelijk voor handel, burgerlijke en strafzaken. De gegevens op gemeentelijk niveau zijn afkomstig uit de Points of Interest (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
457,Zentrale Orte Monitoring,Nebenstelle eines Landgerichts,Anzahl der Nebenstellen von Landgerichten,Organisatorisch und funktional eigenständige Außen- und Nebenstellen eines Landgerichtes an anderen Standorten aber auch am selben Standort innerhalb eines Landgerichtes werden als Nebenstelle geführt. Dazu zählen etwa organisatorisch eigenständige Segmente eines Landgerichtes (z.B. Auswärtige Strafkammern). Die Daten auf Gemeindeebene stammen aus der 'Points of Interest' (POI) Datenbank des BKG. Fehlende und unvollständige Daten wurden durch Eigenrecherche ergänzt.,POI des BKG und Eigenrecherche,Gecentraliseerde locaties Monitoring,Bijkantoor van een Landgericht,Aantal nevenkantoren van rechtbanken in het land,"Organisatorisch en functioneel onafhankelijke buiten- en nevenkantoren van een landgerecht op andere locaties, maar ook op dezelfde locatie binnen een landgerechtbank, worden als nevenpost geleid, zoals bijvoorbeeld organisatorische afzonderlijke segmenten van een landgerecht (b.v. buitengerechtelijke strafkamers). De gegevens op gemeentelijk niveau zijn afkomstig uit de 'Points of Interest' (POI) database van de BKG. Ontbrekende en onvolledige gegevens zijn aangevuld met eigen gegevens.",POI van de BKG en zelfonderzoek
