,select,category,category_de,category_nl,name,name_de,name_nl,source_de,source_id_de,source_nl,source_id_nl,Zeitbezug_min,Zeitbezug_max,Gemeinden,Gemeindeverbände,Kreise
386,,Transport and accessibility,Verkehr und Erreichbarkeit,,Proximity Pharmacy Proportion of Bev. 1km radius,Nahversorgung Apotheken Anteil der Bev. 1km Radius,,Inkar,7792,,,2021,2021,,X,X
387,,Transport and accessibility,Verkehr und Erreichbarkeit,,Local supply Pharmacies Average distance,Nahversorgung Apotheken Durchschnittsdistanz,,Inkar,6328,,,2021,2021,,X,X
388,,Transport and accessibility,Verkehr und Erreichbarkeit,,Local care Primary schools Share of Bev. 1km radius,Nahversorgung Grundschulen Anteil der Bev. 1km Radius,,Inkar,7789,,,2021,2021,,X,X
389,,Transport and accessibility,Verkehr und Erreichbarkeit,,Local services Primary schools Average distance,Nahversorgung Grundschulen Durchschnittsdistanz,,Inkar,6329,,,2021,2021,,X,X
390,,Transport and accessibility,Verkehr und Erreichbarkeit,,Close-up stops of the public transport share of the Bev. 1km radius,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius,,Inkar,8753,,,2020,2020,,X,X
391,,Transport and accessibility,Verkehr und Erreichbarkeit,,Close-up bus stops of the ÖV average distance,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz,,Inkar,8750,,,2020,2020,,X,X
392,,Transport and accessibility,Verkehr und Erreichbarkeit,,Local supply supermarkets share of Bev. 1km radius,Nahversorgung Supermärkte Anteil der Bev. 1km Radius,,Inkar,7786,,,2021,2021,,X,X
393,,Transport and accessibility,Verkehr und Erreichbarkeit,,Local services Supermarkets Average distance,Nahversorgung Supermärkte Durchschnittsdistanz,,Inkar,6326,,,2021,2021,,X,X
394,,Transport and accessibility,Verkehr und Erreichbarkeit,,Commuter with work path 150 km and more,Pendler mit Arbeitsweg 150 km und mehr,,Inkar,17462,,,2013,2019,,X,X
395,,Transport and accessibility,Verkehr und Erreichbarkeit,,Commuter with work path 300 km and more,Pendler mit Arbeitsweg 300 km und mehr,,Inkar,17463,,,2013,2019,,X,X
396,,Transport and accessibility,Verkehr und Erreichbarkeit,,Commuter with work path 50 km and more,Pendler mit Arbeitsweg 50 km und mehr,,Inkar,17261,,,2013,2019,,X,X
397,,Transport and accessibility,Verkehr und Erreichbarkeit,,Commuter balance,Pendlersaldo,,Inkar,17606,,,1997,2020,,X,X
398,,Transport and accessibility,Verkehr und Erreichbarkeit,,Car Petrol,Pkw Benzin,,Inkar,17989,,,2020,2021,,,X
399,,Transport and accessibility,Verkehr und Erreichbarkeit,,Passenger car diesel,Pkw Diesel,,Inkar,17986,,,2020,2021,,,X
400,,Transport and accessibility,Verkehr und Erreichbarkeit,,Electric passenger car (BEV),Pkw Elektro (BEV),,Inkar,17972,,,2020,2021,,,X
401,,Transport and accessibility,Verkehr und Erreichbarkeit,,Passenger car gas,Pkw Gas,,Inkar,17990,,,2020,2021,,,X
402,,Transport and accessibility,Verkehr und Erreichbarkeit,,Total passenger car hybrid,Pkw Hybrid insgesamt,,Inkar,17987,,,2020,2021,,,X
403,,Transport and accessibility,Verkehr und Erreichbarkeit,,Passenger car Plug-in hybrid (PHEV),Pkw Plug-In-Hybrid (PHEV),,Inkar,17988,,,2020,2021,,,X
404,,Transport and accessibility,Verkehr und Erreichbarkeit,,Passenger car density,Pkw-Dichte,,Inkar,16566,,,1995,2020,,,X
405,,Transport and accessibility,Verkehr und Erreichbarkeit,,Road accidents,Straßenverkehrsunfälle,,Inkar,16567,,,1995,2020,,X,X
406,,Transport and accessibility,Verkehr und Erreichbarkeit,,Road accidents,Verunglückte im Straßenverkehr,,Inkar,16586,,,1995,2020,,X,X
407,,Economy,Wirtschaft,,Share of gross value added in primary sector,Anteil Bruttowertschöpfung Primärer Sektor,,Inkar,17030,,,2000,2020,,,X
408,,Economy,Wirtschaft,,Share of gross value added in secondary sector,Anteil Bruttowertschöpfung Sekundärer Sektor,,Inkar,17031,,,2000,2020,,,X
409,,Economy,Wirtschaft,,Share of gross value added Tertiary sector,Anteil Bruttowertschöpfung Tertiärer Sektor,,Inkar,17032,,,2000,2020,,,X
410,,Economy,Wirtschaft,,Turnover abroad in mining and manufacturing,Auslandsumsatz im Bergbau u. Verarb. Gewerbe,,Inkar,17171,,,2009,2020,,,X
411,,Economy,Wirtschaft,,Foreign guests in accommodation establishments,Ausländische Gäste in Beherbergungsbetrieben,,Inkar,16550,,,2007,2020,,,X
412,,Economy,Wirtschaft,,Gross domestic product per inhabitant,Bruttoinlandsprodukt je Einwohner,,Inkar,15125,,,2000,2020,,,X
413,,Economy,Wirtschaft,,Gross domestic product per person employed,Bruttoinlandsprodukt je Erwerbstätigen,,Inkar,14708,,,2000,2020,,,X
414,,Economy,Wirtschaft,,Gross value added per person employed,Bruttowertschöpfung je Erwerbstätigen,,Inkar,15126,,,2000,2020,,,X
415,,Economy,Wirtschaft,,Gross value added per person employed Primary sector,Bruttowertschöpfung je Erwerbstätigen Primärer Sektor,,Inkar,15380,,,2000,2020,,,X
416,,Economy,Wirtschaft,,Gross value added per person employed Secondary sector,Bruttowertschöpfung je Erwerbstätigen Sekundärer Sektor,,Inkar,15381,,,2000,2020,,,X
417,,Economy,Wirtschaft,,Gross value added per person employed Tertiary sector,Bruttowertschöpfung je Erwerbstätigen Tertiärer Sektor,,Inkar,15382,,,2000,2020,,,X
418,,Economy,Wirtschaft,,Large enterprises,Großunternehmen,,Inkar,15513,,,2006,2020,,,X
419,,Economy,Wirtschaft,,Nights spent in accommodation establishments,Gästeübernachtungen in Beherbergungsbetrieben,,Inkar,16549,,,1995,2020,,X,X
420,,Economy,Wirtschaft,,Investments in mining and manufacturing,Investitionen im Bergbau und Verarb. Gewerbe,,Inkar,17172,,,2009,2019,,,X
421,,Economy,Wirtschaft,,Small enterprises,Kleinbetriebe,,Inkar,15511,,,2006,2020,,,X
422,,Economy,Wirtschaft,,Micro-enterprises,Kleinstbetriebe,,Inkar,17028,,,2006,2020,,,X
423,,Economy,Wirtschaft,,Medium-sized enterprises,Mittlere Unternehmen,,Inkar,15512,,,2006,2020,,,X
424,,Economy,Wirtschaft,,Sleeping facilities in accommodation establishments,Schlafgelegenheiten in Beherbergungsbetrieben,,Inkar,16548,,,2008,2020,,X,X
425,,Economy,Wirtschaft,,Turnover Capital goods,Umsatz Bauhauptgewerbe,,Inkar,17088,,,1995,2019,,,X
426,x,Economy,Wirtschaft,,Turnover in mining and manufacturing,Umsatz im Bergbau u. Verarb. Gewerbe,,Inkar,17170,,,2009,2020,,,X
427,,Economy,Wirtschaft,,Turnover in crafts,Umsatz im Handwerk,,Inkar,17055,,,2010,2018,,,X
428,,Economy,Wirtschaft,,Business insolvencies,Unternehmensinsolvenzen,,Inkar,17255,,,2007,2020,,,X
429,,Economy,Wirtschaft,,Corporate defaults Creditor claims,Unternehmensinsolvenzen Gläubigerforderungen,,Inkar,17993,,,2007,2020,,,X
430,,Economy,Wirtschaft,,Duration of stay in accommodation establishments,Verweildauer in Beherbergungsbetrieben,,Inkar,16551,,,1995,2020,,X,X
431,,Central locations Monitoring,Zentrale Orte Monitoring,,General schools,Allgemeinbildende Schulen,,Inkar,156080,,,2018,2019,X,,
432,,Central locations Monitoring,Zentrale Orte Monitoring,,General education schools with a focus on support,Allgemeinbildende Schulen mit Förderschwerpunkt,,Inkar,156140,,,2018,2019,X,,
433,,Central locations Monitoring,Zentrale Orte Monitoring,,General practitioners,Allgemeinärzte,,Inkar,155140,,,2017,2020,X,,
434,,Central locations Monitoring,Zentrale Orte Monitoring,,Local Courts,Amtsgerichte,,Inkar,152120,,,2018,2020,X,,
435,,Central locations Monitoring,Zentrale Orte Monitoring,,Pharmacies,Apotheken,,Inkar,155100,,,2021,2021,X,,
436,,Central locations Monitoring,Zentrale Orte Monitoring,,Employment agencies,Arbeitsagenturen,,Inkar,152090,,,2021,2021,X,,
437,,Central locations Monitoring,Zentrale Orte Monitoring,,Unemployment,Arbeitslosigkeit,,Inkar,153100,,,2017,2020,X,,
438,,Central locations Monitoring,Zentrale Orte Monitoring,,Labour market management bodies,Arbeitsmarktverwaltungseinrichtungen,,Inkar,152070,,,2021,2021,X,,
439,,Central locations Monitoring,Zentrale Orte Monitoring,,Workplace centrality,Arbeitsplatzzentralität,,Inkar,153090,,,2017,2020,X,,
440,,Central locations Monitoring,Zentrale Orte Monitoring,,Rail departures,Bahn-Abfahrten,,Inkar,154100,,,2018,2020,X,,
441,,Central locations Monitoring,Zentrale Orte Monitoring,,Railway stop(s),Bahnhaltestellen,,Inkar,154020,,,2018,2020,X,,
442,,Central locations Monitoring,Zentrale Orte Monitoring,,Vocational schools,Berufsbildende Schulen,,Inkar,156170,,,2017,2019,X,,
443,,Central locations Monitoring,Zentrale Orte Monitoring,,Density of employees (AO),Beschäftigtendichte (AO),,Inkar,153030,,,2017,2020,X,,
444,x,Central locations Monitoring,Zentrale Orte Monitoring,,Density of employees (WO),Beschäftigtendichte (WO),,Inkar,153040,,,2017,2020,X,,
445,,Central locations Monitoring,Zentrale Orte Monitoring,,Population,Bevölkerung,,Inkar,151070,,,2017,2020,X,,
446,,Central locations Monitoring,Zentrale Orte Monitoring,,Population trends,Bevölkerungsentwicklung,,Inkar,151100,,,2017,2020,X,,
447,,Central locations Monitoring,Zentrale Orte Monitoring,,Libraries,Bibliotheken,,Inkar,156200,,,2017,2017,X,,
448,,Central locations Monitoring,Zentrale Orte Monitoring,,Library loans,Bibliotheksentleihungen,,Inkar,156240,,,2017,2017,X,,
449,,Central locations Monitoring,Zentrale Orte Monitoring,,Total floor area qkm,Bodenfläche gesamt qkm,,Inkar,151080,,,2017,2020,X,,
450,,Central locations Monitoring,Zentrale Orte Monitoring,,Broadband supply at 100 Mbit/s in %,Breitbandversorgung mit 100 Mbit/s in %,,Inkar,154210,,,2017,2020,X,,
451,,Central locations Monitoring,Zentrale Orte Monitoring,,Broadband supply at 1000 Mbit/s in %,Breitbandversorgung mit 1000 Mbit/s in %,,Inkar,154220,,,2020,2020,X,,
452,,Central locations Monitoring,Zentrale Orte Monitoring,,Broadband supply with 16 Mbit/s in %,Breitbandversorgung mit 16 Mbit/s in %,,Inkar,154190,,,2017,2017,X,,
453,,Central locations Monitoring,Zentrale Orte Monitoring,,Broadband supply with 50 Mbit/s in %,Breitbandversorgung mit 50 Mbit/s in %,,Inkar,154200,,,2017,2020,X,,
454,,Central locations Monitoring,Zentrale Orte Monitoring,,Broadband supply with at least 6 Mbit/s (4G-LTE) Mbit/s in %,Breitbandversorgung mit mind. 6 Mbit/s (4G-LTE) Mbit/s in %,,Inkar,154230,,,2020,2020,X,,
455,,Central locations Monitoring,Zentrale Orte Monitoring,,Bus departures,Bus-Abfahrten,,Inkar,154110,,,2018,2020,X,,
456,,Central locations Monitoring,Zentrale Orte Monitoring,,Bus stops,Bushaltestellen,,Inkar,154030,,,2018,2020,X,,
457,,Central locations Monitoring,Zentrale Orte Monitoring,,Inhabitants per doctor,Einwohner je Arzt,,Inkar,155120,,,2017,2020,X,,
458,,Central locations Monitoring,Zentrale Orte Monitoring,,Population density,Einwohnerdichte,,Inkar,151090,,,2017,2020,X,,
459,,Central locations Monitoring,Zentrale Orte Monitoring,,Accessible motorways,Erreichbarkeit Autobahnen,,Inkar,154140,,,2018,2021,X,,
460,,Central locations Monitoring,Zentrale Orte Monitoring,,Accessible airports,Erreichbarkeit Flughäfen,,Inkar,154150,,,2018,2021,X,,
461,,Central locations Monitoring,Zentrale Orte Monitoring,,Accessible KV terminal,Erreichbarkeit KV-Terminal,,Inkar,154160,,,2018,2021,X,,
462,,Central locations Monitoring,Zentrale Orte Monitoring,,Access to IC/EC/ICE stations,Erreichbarkeit von IC-/EC-/ICE-Bahnhöfen,,Inkar,154130,,,2018,2021,X,,
463,,Central locations Monitoring,Zentrale Orte Monitoring,,Access to centres,Erreichbarkeit von Mittelzentren,,Inkar,154170,,,2018,2021,X,,
464,,Central locations Monitoring,Zentrale Orte Monitoring,,Access to Upper Centres,Erreichbarkeit von Oberzentren,,Inkar,154180,,,2018,2021,X,,
465,,Central locations Monitoring,Zentrale Orte Monitoring,,Financial offices,Finanzämter,,Inkar,152030,,,2018,2018,X,,
466,,Central locations Monitoring,Zentrale Orte Monitoring,,Municipalities,Gemeindeverwaltungen,,Inkar,152010,,,2017,2019,X,,
467,,Central locations Monitoring,Zentrale Orte Monitoring,,Courts,Gerichte,,Inkar,152110,,,2018,2020,X,,
468,,Central locations Monitoring,Zentrale Orte Monitoring,,Primary schools,Grundschulen,,Inkar,156050,,,2018,2019,X,,
469,,Central locations Monitoring,Zentrale Orte Monitoring,,Family doctors,Hausärzte,,Inkar,155130,,,2017,2020,X,,
470,,Central locations Monitoring,Zentrale Orte Monitoring,,Total institutions,Hochschulen gesamt,,Inkar,156010,,,2017,2020,X,,
471,,Central locations Monitoring,Zentrale Orte Monitoring,,Highest level of hospital care,Höchste Versorgungsstufe der Krankenhäuser,,Inkar,155060,,,2019,2019,X,,
472,,Central locations Monitoring,Zentrale Orte Monitoring,,Internalists,Internisten,,Inkar,155150,,,2017,2020,X,,
473,,Central locations Monitoring,Zentrale Orte Monitoring,,Jobcenter,Jobcenter,,Inkar,152080,,,2021,2021,X,,
474,,Central locations Monitoring,Zentrale Orte Monitoring,,Pediatricians,Kinderärzte,,Inkar,155160,,,2017,2020,X,,
475,,Central locations Monitoring,Zentrale Orte Monitoring,,Cinemas,Kinos,,Inkar,156250,,,2017,2017,X,,
476,,Central locations Monitoring,Zentrale Orte Monitoring,,Cinema seats,Kinositzplätze,,Inkar,156270,,,2017,2017,X,,
477,,Central locations Monitoring,Zentrale Orte Monitoring,,Theatres,Kinosäle,,Inkar,156260,,,2017,2017,X,,
478,,Central locations Monitoring,Zentrale Orte Monitoring,,Hospital beds,Krankenhausbetten,,Inkar,155070,,,2019,2019,X,,
479,,Central locations Monitoring,Zentrale Orte Monitoring,,"Hospital beds per 1,000 inhabitants",Krankenhausbetten je 1.000 Einwohner,,Inkar,155080,,,2019,2019,X,,
480,,Central locations Monitoring,Zentrale Orte Monitoring,,Total hospitals,Krankenhäuser insgesamt,,Inkar,155010,,,2019,2019,X,,
481,,Central locations Monitoring,Zentrale Orte Monitoring,,Hospitals with basic care,Krankenhäuser mit Grundversorgung,,Inkar,155030,,,2019,2019,X,,
482,,Central locations Monitoring,Zentrale Orte Monitoring,,Hospitals with regular care,Krankenhäuser mit Regelversorgung,,Inkar,155040,,,2019,2019,X,,
483,,Central locations Monitoring,Zentrale Orte Monitoring,,Hospitals with priority care,Krankenhäuser mit Schwerpunktversorgung,,Inkar,155050,,,2019,2019,X,,
484,,Central locations Monitoring,Zentrale Orte Monitoring,,Hospitals under basic care,Krankenhäuser unter Grundversorgung,,Inkar,155020,,,2019,2019,X,,
485,,Central locations Monitoring,Zentrale Orte Monitoring,,County administrations,Kreisverwaltungen,,Inkar,152020,,,2017,2019,X,,
486,,Central locations Monitoring,Zentrale Orte Monitoring,,Regional Courts,Landgerichte,,Inkar,152140,,,2018,2020,X,,
487,,Central locations Monitoring,Zentrale Orte Monitoring,,Subsidiary of a local court,Nebenstelle eines Amtsgerichts,,Inkar,152130,,,2018,2020,X,,
488,,Central locations Monitoring,Zentrale Orte Monitoring,,Subsidiary of a regional court,Nebenstelle eines Landgerichts,,Inkar,152150,,,2018,2020,X,,
489,,Central locations Monitoring,Zentrale Orte Monitoring,,Subsidiary of an Oberlandesgericht,Nebenstelle eines Oberlandesgerichts,,Inkar,152170,,,2018,2020,X,,
490,,Central locations Monitoring,Zentrale Orte Monitoring,,Higher Regional Courts,Oberlandesgerichte,,Inkar,152160,,,2018,2020,X,,
491,,Central locations Monitoring,Zentrale Orte Monitoring,,Commuter balance,Pendlersaldo,,Inkar,153080,,,2017,2020,X,,
492,,Central locations Monitoring,Zentrale Orte Monitoring,,Police Departments,Polizeidienststellen,,Inkar,152040,,,2019,2019,X,,
493,,Central locations Monitoring,Zentrale Orte Monitoring,,"Police stations, continuously occupied","Polizeidienststellen, durchgehend besetzt",,Inkar,152060,,,2019,2019,X,,
494,,Central locations Monitoring,Zentrale Orte Monitoring,,"Police departments, partially occupied","Polizeidienststellen, teilweise besetzt",,Inkar,152050,,,2019,2019,X,,
495,,Central locations Monitoring,Zentrale Orte Monitoring,,Room type by location,Raumtyp nach Lage,,Inkar,151050,,,2020,2020,X,,
496,,Central locations Monitoring,Zentrale Orte Monitoring,,RegioStaR 17 - Regional statistical space type,RegioStaR 17 - Regionalstatistischer Raumtyp,,Inkar,151060,,,2020,2020,X,,
497,,Central locations Monitoring,Zentrale Orte Monitoring,,Pupils at primary schools,Schüler an Grundschulen,,Inkar,156060,,,2018,2019,X,,
498,,Central locations Monitoring,Zentrale Orte Monitoring,,"Pupils at primary schools per 1,000 inhabitants",Schüler an Grundschulen je 1.000 Einwohner,,Inkar,156070,,,2018,2019,X,,
499,,Central locations Monitoring,Zentrale Orte Monitoring,,Pupils in general education,Schüler an allgemeinbildenden Schulen,,Inkar,156090,,,2018,2019,X,,
500,,Central locations Monitoring,Zentrale Orte Monitoring,,"Pupils in general education schools per 1,000 inhabitants",Schüler an allgemeinbildenden Schulen je 1.000 Einwohner,,Inkar,156100,,,2018,2019,X,,
501,,Central locations Monitoring,Zentrale Orte Monitoring,,Pupils in general schools with a focus on education,Schüler an allgemeinbildenden Schulen mit Förderschwerpunkt,,Inkar,156150,,,2018,2019,X,,
502,,Central locations Monitoring,Zentrale Orte Monitoring,,"Pupils in general education schools with a priority of support per 1,000 inhabitants",Schüler an allgemeinbildenden Schulen mit Förderschwerpunkt je 1.000 Einwohner,,Inkar,156160,,,2018,2019,X,,
503,,Central locations Monitoring,Zentrale Orte Monitoring,,Pupils in vocational schools,Schüler an berufsbildenden Schulen,,Inkar,156180,,,2017,2019,X,,
504,,Central locations Monitoring,Zentrale Orte Monitoring,,"Pupils in vocational schools per 1,000 inhabitants",Schüler an berufsbildenden Schulen je 1.000 Einwohner,,Inkar,156190,,,2017,2019,X,,
505,,Central locations Monitoring,Zentrale Orte Monitoring,,Pupils in secondary schools,Schüler an weiterführenden Schulen,,Inkar,156120,,,2018,2019,X,,
506,,Central locations Monitoring,Zentrale Orte Monitoring,,"Pupils in secondary schools per 1,000 inhabitants",Schüler an weiterführenden Schulen je 1.000 Einwohner,,Inkar,156130,,,2018,2019,X,,
507,,Central locations Monitoring,Zentrale Orte Monitoring,,Urban and transport area,Siedlungs- und Verkehrsfläche,,Inkar,151110,,,2017,2020,X,,
508,,Central locations Monitoring,Zentrale Orte Monitoring,,Population density in km2,Siedlungsdichte in km²,,Inkar,151120,,,2017,2020,X,,
509,,Central locations Monitoring,Zentrale Orte Monitoring,,Other labour market administrations,Sonstige Arbeitsmarktverwaltungseinrichtungen,,Inkar,152100,,,2021,2021,X,,
510,,Central locations Monitoring,Zentrale Orte Monitoring,,Special libraries,Spezialbibliotheken,,Inkar,156230,,,2017,2017,X,,
511,,Central locations Monitoring,Zentrale Orte Monitoring,,City/municipality type,Stadt-/Gemeindetyp,,Inkar,151040,,,2020,2020,X,,
512,,Central locations Monitoring,Zentrale Orte Monitoring,,"Students at universities of applied sciences per 1,000 inhabitants",Studierende an Fachhochschulen je 1.000 Einwohner,,Inkar,156040,,,2017,2020,X,,
513,,Central locations Monitoring,Zentrale Orte Monitoring,,Students at higher education institutions,Studierende an Hochschulen,,Inkar,156020,,,2017,2020,X,,
514,,Central locations Monitoring,Zentrale Orte Monitoring,,"Students at higher education institutions per 1,000 inhabitants",Studierende an Hochschulen je 1.000 Einwohner,,Inkar,156030,,,2017,2020,X,,
515,,Central locations Monitoring,Zentrale Orte Monitoring,,Underground/Roadway Stops,U-/Strassenbahnhaltestellen,,Inkar,154040,,,2018,2020,X,,
516,,Central locations Monitoring,Zentrale Orte Monitoring,,Subway departures,U-/Straßenbahn-Abfahrten,,Inkar,154120,,,2018,2020,X,,
517,,Central locations Monitoring,Zentrale Orte Monitoring,,Secondary schools,Weiterführende Schulen,,Inkar,156110,,,2018,2019,X,,
518,,Central locations Monitoring,Zentrale Orte Monitoring,,Scientific libraries,Wissenschaftliche Bibliotheken,,Inkar,156220,,,2017,2017,X,,
519,,Central locations Monitoring,Zentrale Orte Monitoring,,Central status,Zentralörtlicher Status,,Inkar,151010,,,2020,2020,X,,
520,,Central locations Monitoring,Zentrale Orte Monitoring,,Central local status (differentiated),Zentralörtlicher Status (differenziert),,Inkar,151030,,,2020,2020,X,,
521,,Central locations Monitoring,Zentrale Orte Monitoring,,Central status (summary),Zentralörtlicher Status (zusammengefasst),,Inkar,151020,,,2020,2020,X,,
522,,Central locations Monitoring,Zentrale Orte Monitoring,,High-frequency railway stations,hochfrequentierte Bahnhaltestellen,,Inkar,154060,,,2020,2020,X,,
523,,Central locations Monitoring,Zentrale Orte Monitoring,,High-frequency bus stops,hochfrequentierte Bushaltestellen,,Inkar,154070,,,2020,2020,X,,
524,,Central locations Monitoring,Zentrale Orte Monitoring,,High-frequency U/Road Railway Stations,hochfrequentierte U-/Strassenbahnhaltestellen,,Inkar,154080,,,2020,2020,X,,
525,,Central locations Monitoring,Zentrale Orte Monitoring,,High-frequency public transport stops,hochfrequentierte ÖV-Haltestellen,,Inkar,154050,,,2020,2020,X,,
526,,Central locations Monitoring,Zentrale Orte Monitoring,,Employed persons liable to social security contributions,sozialversicherungspflichtig Beschäftigte Auspendler,,Inkar,153060,,,2017,2020,X,,
527,,Central locations Monitoring,Zentrale Orte Monitoring,,Employees of domestic commuters who are liable to social security contributions,sozialversicherungspflichtig Beschäftigte Binnenpendler,,Inkar,153070,,,2017,2020,X,,
528,,Central locations Monitoring,Zentrale Orte Monitoring,,Employees compulsorily liable to social insurance,sozialversicherungspflichtig Beschäftigte Einpendler,,Inkar,153050,,,2017,2020,X,,
529,,Central locations Monitoring,Zentrale Orte Monitoring,,Employees liable to social security contributions at the place of work,sozialversicherungspflichtig Beschäftigte am Arbeitsort,,Inkar,153010,,,2017,2020,X,,
530,,Central locations Monitoring,Zentrale Orte Monitoring,,Employees in the place of residence subject to social insurance,sozialversicherungspflichtig Beschäftigte am Wohnort,,Inkar,153020,,,2017,2020,X,,
531,,Central locations Monitoring,Zentrale Orte Monitoring,,Doctors,Ärzte,,Inkar,155110,,,2017,2020,X,,
532,,Central locations Monitoring,Zentrale Orte Monitoring,,Public transport departures,ÖV-Abfahrten,,Inkar,154090,,,2018,2020,X,,
533,,Central locations Monitoring,Zentrale Orte Monitoring,,Public transport stops,ÖV-Haltestellen,,Inkar,154010,,,2018,2020,X,,
534,,Central locations Monitoring,Zentrale Orte Monitoring,,Public libraries,Öffentliche Bibliotheken,,Inkar,156210,,,2017,2017,X,,
535,,Public finances,Öffentliche Finanzen,,Expenditure on investments in kind,Ausgaben für Sachinvestitionen,,Inkar,14929,,,2009,2020,,X,X
536,,Public finances,Öffentliche Finanzen,,Income tax,Einkommensteuer,,Inkar,14610,,,1995,2020,,X,X
537,,Public finances,Öffentliche Finanzen,,Trade tax,Gewerbesteuer,,Inkar,14611,,,1995,2020,,X,X
538,,Public finances,Öffentliche Finanzen,,Cash outflows,Kassenkredite,,Inkar,14927,,,2010,2020,,,X
539,,Public finances,Öffentliche Finanzen,,Local debt,Kommunale Schulden,,Inkar,14612,,,2010,2020,,,X
540,,Public finances,Öffentliche Finanzen,,Local government staff,Personal der Kommunen,,Inkar,14928,,,2006,2019,,,X
541,,Public finances,Öffentliche Finanzen,,Key allocations,Schlüsselzuweisungen,,Inkar,14926,,,1995,2020,,X,X
542,x,Public finances,Öffentliche Finanzen,,Tax payable by:,Steuerkraft,,Inkar,14586,,,1995,2019,,X,X
543,,Public finances,Öffentliche Finanzen,,Value added tax,Umsatzsteuer,,Inkar,14906,,,1995,2020,,X,X
544,,Public finances,Öffentliche Finanzen,,Allocations for investment support measures,Zuweisungen für Investitionsfördermaßnahmen,,Inkar,14930,,,2009,2020,,X,X
