,category_de,name_de,algorithmus_de,description_de,statistical_basis_de,category_en,name_en,algorithmus_en,description_en,statistical_basis_en
361,Sozialleistungen,Elterngeldbezieher (Väter) im ersten Lebensjahr,Elterngeldbezieher (Väter) <Zeitpunkt> / Kinder bis unter 1 Jahr <Zeitpunkt> x 100,"Das Elterngeld ist eine wichtige Unterstützung für Familien nach der Geburt eines Kindes. Das Elterngeld fängt einen Einkommenswegfall auf, wenn Eltern nach der Geburt für ihr Kind da sein wollen und ihre berufliche Arbeit unterbrechen oder einschränken. Das Basiselterngeld wird an Väter und Mütter für maximal 14 Monate gezahlt!. beide können den Zeitraum frei untereinander aufteilen. Ein Elternteil kann dabei mindestens zwei und höchstens zwölf Monate für sich in Anspruch nehmen, zwei weitere Monate gibt es, wenn sich auch der andere Elternteil an der Betreuung des Kindes beteiligt und den Eltern mindestens zwei Monate Erwerbseinkommen wegfällt. Alleinerziehende, die das Elterngeld zum Ausgleich des wegfallenden Erwerbseinkommens beziehen, können aufgrund des fehlenden Partners die vollen 14 Monate Elterngeld in Anspruch nehmen. Elterngeld wird nach § 2 BEEG in Höhe von maximal 67 Prozent des Einkommens aus Erwerbstätigkeit vor der Geburt des Kindes gewährt. Es wird bis zu einem Höchstbetrag von 1.800 Euro monatlich für volle Monate gezahlt, in denen die berechtige Person kein Einkommen aus Erwerbstätigkeit hat. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik zum Elterngeld des Bundes,Social benefits,Parental allowance recipients (fathers) in the first year of life,Parental allowance holders (fathers) < point of time> / children up to 1 year < point of time> x 100,"Parental allowance is an important support for families after the birth of a child. Parental allowance begins an income loss if parents want to be there for their child after the birth and interrupt or restrict their work. Basic parent allowance is paid to fathers and mothers for a maximum of 14 months!. Both can divide the period freely among themselves. One parent can take at least two and a maximum of twelve months for himself, two more months if the other parent also participates in the care of the child and the parents loses at least two months' earned income. Single parents who receive the parental allowance to compensate for the loss of their earned income can benefit from the full 14 months' parental allowance due to the missing partner. Parental allowance is granted according to § 2 BEEG in the amount of a maximum of 67 percent of the income from employment before the birth of the child. Up to a maximum of 1,800 euros per month for full months in which the eligible person has no income from gainful employment.",Statistics on the Federal Parental Allowance
362,Sozialleistungen,Elterngeldbezieher (Väter),Elterngeldbezieher - Väter <Zeitpunkt> / Elterngeldbezieher <Zeitpunkt> x 100,"Das Elterngeld ist eine wichtige Unterstützung für Familien nach der Geburt eines Kindes. Das Elterngeld fängt einen Einkommenswegfall auf, wenn Eltern nach der Geburt für ihr Kind da sein wollen und ihre berufliche Arbeit unterbrechen oder einschränken. Das Basiselterngeld wird an Väter und Mütter für maximal 14 Monate gezahlt!. beide können den Zeitraum frei untereinander aufteilen. Ein Elternteil kann dabei mindestens zwei und höchstens zwölf Monate für sich in Anspruch nehmen, zwei weitere Monate gibt es, wenn sich auch der andere Elternteil an der Betreuung des Kindes beteiligt und den Eltern mindestens zwei Monate Erwerbseinkommen wegfällt. Alleinerziehende, die das Elterngeld zum Ausgleich des wegfallenden Erwerbseinkommens beziehen, können aufgrund des fehlenden Partners die vollen 14 Monate Elterngeld in Anspruch nehmen. Elterngeld wird nach § 2 BEEG in Höhe von maximal 67 Prozent des Einkommens aus Erwerbstätigkeit vor der Geburt des Kindes gewährt. Es wird bis zu einem Höchstbetrag von 1.800 Euro monatlich für volle Monate gezahlt, in denen die berechtige Person kein Einkommen aus Erwerbstätigkeit hat.",Statistik zum Elterngeld des Bundes,Social benefits,Parental allowance recipients (fathers),Parental allowance holders - Fathers <Zeitpunkt> / Parental allowance holders <Zeitpunkt> x 100,"Parental allowance is an important support for families after the birth of a child. Parental allowance starts an income loss if parents want to be there for their child after the birth and interrupt or restrict their work. Basic parent allowance is paid to fathers and mothers for a maximum of 14 months!. Both can divide the period freely among themselves. One parent can take at least two and a maximum of twelve months for himself, two more months if the other parent also participates in the care of the child and the parents loses at least two months' income. Single parents who receive the parental allowance to compensate for the lost income of the child can benefit from the full 14 months' parental allowance due to the missing partner. Parental allowance is granted according to § 2 BEEG in the amount of a maximum of 67 percent of the income from employment before the birth of the child. It is paid up to a maximum of 1,800 euros per month for full months in which the entitled person has no income from gainful employment.",Statistics on the Federal Parental Allowance
363,Sozialleistungen,Elterngeldbezieher (Mütter),Elterngeldbezieher - Mütter <Zeitpunkt> / Elterngeldbezieher <Zeitpunkt> x 100,"Das Elterngeld ist eine wichtige Unterstützung für Familien nach der Geburt eines Kindes. Das Elterngeld fängt einen Einkommenswegfall auf, wenn Eltern nach der Geburt für ihr Kind da sein wollen und ihre berufliche Arbeit unterbrechen oder einschränken. Das Basiselterngeld wird an Väter und Mütter für maximal 14 Monate gezahlt!. beide können den Zeitraum frei untereinander aufteilen. Ein Elternteil kann dabei mindestens zwei und höchstens zwölf Monate für sich in Anspruch nehmen, zwei weitere Monate gibt es, wenn sich auch der andere Elternteil an der Betreuung des Kindes beteiligt und den Eltern mindestens zwei Monate Erwerbseinkommen wegfällt. Alleinerziehende, die das Elterngeld zum Ausgleich des wegfallenden Erwerbseinkommens beziehen, können aufgrund des fehlenden Partners die vollen 14 Monate Elterngeld in Anspruch nehmen. Elterngeld wird nach § 2 BEEG in Höhe von maximal 67 Prozent des Einkommens aus Erwerbstätigkeit vor der Geburt des Kindes gewährt. Es wird bis zu einem Höchstbetrag von 1.800 Euro monatlich für volle Monate gezahlt, in denen die berechtige Person kein Einkommen aus Erwerbstätigkeit hat.",Statistik zum Elterngeld des Bundes,Social benefits,Parental allowance recipients (mothers),Parental allowance recipients - mothers <Time > / Parental allowance recipients <Time > x 100,"Parental allowance is an important support for families after the birth of a child. Parental allowance starts an income loss if parents want to be there for their child after the birth and interrupt or restrict their work. Basic parent allowance is paid to fathers and mothers for a maximum of 14 months!. Both can divide the period freely among themselves. One parent can take at least two and a maximum of twelve months for himself, two more months if the other parent also participates in the care of the child and the parents loses at least two months' income. Single parents who receive the parental allowance to compensate for the lost income of the child can benefit from the full 14 months' parental allowance due to the missing partner. Parental allowance is granted according to § 2 BEEG in the amount of a maximum of 67 percent of the income from employment before the birth of the child. It is paid up to a maximum of 1,800 euros per month for full months in which the entitled person has no income from gainful employment.",Statistics on the Federal Parental Allowance
364,Sozialleistungen,Empfänger von Mindestsicherungen,Empfänger von sozialen Mindestsicherungsleistungen <Zeitpunkt> / E <Zeitpunkt> x 100,"Transferleistungen der sozialen Mindestsicherungssysteme sind finanzielle Hilfen des  Staates, die zur Sicherung des grundlegenden Lebensunterhalts an leistungsberechtigte Personen gezahlt werden. Dazu zählen in der Sozialberichterstattung folgende Leistungen: Die Grundsicherung für Arbeitssuchende (Arbeitslosengeld II, Sozialgeld), die Hilfe zum Lebensunterhalt, die Grundsicherung im Alter und bei Erwerbsminderung sowie die Regelleistungen nach dem Asylbewerbergesetz. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Sozialberichterstattung des Bundes und der Länder,Social benefits,Beneficiaries of minimum guarantees,Recipients of minimum social security benefits < point> / E < point> x 100,"Transfers of the minimum social security systems are state financial assistance paid to persons entitled to benefits to ensure their basic livelihoods. These include the following benefits in social reporting: basic security for job seekers (unemployment benefit II, social benefit), support for livelihoods, basic protection for old age and disability, as well as regular benefits under the Asylum Seekers Act. For the population, it should be noted that the figures before 2011 refer to the continuation of the 1987 (BRD) and 1981 (DDR) census and from 2011 to the continuation of the 2011 census.",Social reporting of the Federal Government and the Länder
365,Sozialleistungen,Ältere erwerbsfähige Leistungsberechtigte,Erwerbsfähige Leistungsberechtigte mit 55 und mehr Jahren <Zeitpunkt> / erwerbsfähige Leistungsberechtigte <Zeitpunkt> x 100,"Die Grundsicherung für Arbeitsuchende nach dem SGB II soll die Absicherung des Existenzminimums, also die  Sicherung des zum Leben Notwendigen, sicherstellen. Diese Absicherung ist für alle gedacht, die zu wenig oder keine eigenen Mittel zur Verfügung haben. Es wird umgangssprachlich oft als ""Hartz IV"" bezeichnet. Arbeitslosengeld II wird an erwerbsfähige Leistungsberechtigte gezahlt, Sozialgeld an nicht erwerbsfähige (Kinder unter 15 Jahren und Personen, die nicht arbeiten können). Trotz der Bezeichnung als Arbeitslosengeld ist Arbeitslosigkeit keine Voraussetzung, um Arbeitslosengeld II zu erhalten!. es kann auch ergänzend zu anderem Einkommen und dem Arbeitslosengeld I bezogen werden. Erwerbsfähige Leistungsberechtigte (Empfänger von Arbeitslosengeld II) sind in der Lage mindestens 3 Stunden täglich unter den Bedingungen des allgemeinen Arbeitsmarktes tätig zu sein. Nicht erwerbsfähige Leistungsberechtigte (Empfänger von Sozialgeld) in einer Bedarfsgemeinschaft sind unter 15-Jährige oder Personen mit gesundheitlichen evtl. auch rechtlichen Einschränkungen, die nicht mindestens 3 Stunden täglich unter den allgemeinen Bedingungen arbeiten können. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar.",Statistik der Grundsicherung für Arbeitsuchende der Bundesagentur für Arbeit,Social benefits,Older eligible beneficiaries,Eligible beneficiaries aged 55 or over <Time > / Eligible beneficiaries <Time > x 100,"The basic guarantee for job seekers under the SGB II is intended to ensure that the minimum subsistence level, i.e. the minimum living requirement, is guaranteed. This guarantee is intended for all those who have too little or no own resources available. It is often referred to as ""Hartz IV"". Unemployment allowance II is paid to eligible beneficiaries, social benefit to non-workable persons (children under the age of 15 and persons who cannot work). Despite the designation of unemployment benefit, unemployment is not a prerequisite for obtaining unemployment benefit II!. It can also be obtained in addition to other income and unemployment benefit I. Eligible beneficiaries (recipients of unemployment benefit II) are able to work at least 3 hours a day under the conditions of the general labour market. Non-workable beneficiaries (recipients of social benefit) in a community of needs are also subject to legal restrictions among 15-year-olds or persons with health problems, which may not be able to work at least 3 hours a day under the general conditions.",Statistics of basic insurance for jobseekers of the Federal Employment Agency
366,Sozialleistungen,Weibliche Empfänger von Grundsicherung im Alter (Altersarmut),Weibl. Empfänger von Grundsicherung im Alter 65 Jahre und älter <Zeitpunkt> / Empfänger von Grundsicherung im Alter 65 Jahre und älter insgesamt <Zeitpunkt> x 100,"Bei dieser Sozialleistung handelt es sich um eine nach dem 4. Kapitel SGB XII bedürftigkeitsabhängige Leistung, die älteren bzw. dauerhaft voll erwerbsgeminderten Menschen zur Sicherung ihres Lebensunterhalts dienen soll. In den Bereich der Grundsicherung fallen zum einen Personen, die das 65. Lebensjahr vollendet haben und zum anderen Personen, die im Sinne des § 43 Abs. 2 des Sechsten Buches Sozialgesetzbuch dauerhaft voll erwerbsgemindert sind. Stichtag 31.12.",Empfänger von Grundsicherung im Alter und bei Erwerbsminderung,Social benefits,Female recipients of basic insurance in old age (age poverty),Weibl. Recipients of basic insurance aged 65 and over <Time point> / Recipients of basic insurance aged 65 and over total <Time point> x 100,"This social benefit is a benefit dependent on the need under Chapter 4 of the SGB XII, which is intended to be used by older or permanently disabled persons to secure their livelihood. The basic insurance covers, on the one hand, persons who have reached the age of 65 and, on the other hand, persons who have been permanently disabled in full within the meaning of Section 43(2) of the Sixth Social Code.",Beneficiaries of basic insurance in old age and in the event of disability
367,Sozialleistungen,Männliche Empfänger von Grundsicherung im Alter (Altersarmut),Männl. Empfänger von Grundsicherung im Alter 65 Jahre und älter <Zeitpunkt> / Empfänger von Grundsicherung im Alter 65 Jahre und älter insgesamt <Zeitpunkt> x 100,"Bei dieser Sozialleistung handelt es sich um eine nach dem 4. Kapitel SGB XII bedürftigkeitsabhängige Leistung, die älteren bzw. dauerhaft voll erwerbsgeminderten Menschen zur Sicherung ihres Lebensunterhalts dienen soll. In den Bereich der Grundsicherung fallen zum einen Personen, die das 65. Lebensjahr vollendet haben und zum anderen Personen, die im Sinne des § 43 Abs. 2 des Sechsten Buches Sozialgesetzbuch dauerhaft voll erwerbsgemindert sind. Stichtag 31.12.",Empfänger von Grundsicherung im Alter und bei Erwerbsminderung,Social benefits,Male recipients of basic insurance in old age (age poverty),Menl. Recipients of basic insurance aged 65 and over <Time point> / Recipients of basic insurance aged 65 and over total <Time point> x 100,"This social benefit is a benefit dependent on the need under Chapter 4 of the SGB XII, which is intended to be used by older or permanently disabled persons to secure their livelihood. The basic insurance covers, on the one hand, persons who have reached the age of 65 and, on the other hand, persons who have been permanently disabled in full within the meaning of Section 43(2) of the Sixth Social Code.",Beneficiaries of basic insurance in old age and in the event of disability
368,Sozialleistungen,Weibliche SGB II-Empfänger,Erwerbsfähige Leistungsberechtigte Frauen nach SGB II <Zeitpunkt> /  erwerbsfähige Leistungsberechtigte im SGB II <Zeitpunkt> x 100,"Die Grundsicherung für Arbeitsuchende nach dem SGB II soll die Absicherung des Existenzminimums, also die  Sicherung des zum Leben Notwendigen, sicherstellen. Diese Absicherung ist für alle gedacht, die zu wenig oder keine eigenen Mittel zur Verfügung haben. Es wird umgangssprachlich oft als ""Hartz IV"" bezeichnet. Arbeitslosengeld II wird an erwerbsfähige Leistungsberechtigte gezahlt, Sozialgeld an nicht erwerbsfähige (Kinder unter 15 Jahren und Personen, die nicht arbeiten können). Trotz der Bezeichnung als Arbeitslosengeld ist Arbeitslosigkeit keine Voraussetzung, um Arbeitslosengeld II zu erhalten!. es kann auch ergänzend zu anderem Einkommen und dem Arbeitslosengeld I bezogen werden. Erwerbsfähige Leistungsberechtigte (Empfänger von Arbeitslosengeld II) sind in der Lage mindestens 3 Stunden täglich unter den Bedingungen des allgemeinen Arbeitsmarktes tätig zu sein. Nicht erwerbsfähige Leistungsberechtigte (Empfänger von Sozialgeld) in einer Bedarfsgemeinschaft sind unter 15-Jährige oder Personen mit gesundheitlichen evtl. auch rechtlichen Einschränkungen, die nicht mindestens 3 Stunden täglich unter den allgemeinen Bedingungen arbeiten können. Durchschnittswerte von März und September.",Statistik der Grundsicherung für Arbeitsuchende nach dem SGB II der Bundesagentur für Arbeit,Social benefits,Female SGB II recipients,Eligible women under SGB II <Time point> / Eligible persons under SGB II <Time point> x 100,"The basic guarantee for job seekers under the SGB II is intended to ensure that the minimum subsistence is guaranteed, i.e. that what is necessary for life is guaranteed. This guarantee is intended for all those who have too little or no own resources available. It is often referred to as ""Hartz IV"". Unemployment allowance II is paid to eligible beneficiaries, social benefit to non-workable persons (children under the age of 15 and persons who cannot work). Despite the designation of unemployment benefit, unemployment is not a prerequisite for obtaining unemployment benefit II!. It can also be obtained in addition to other income and unemployment benefit I. Eligible beneficiaries (recipients of unemployment benefit II) are able to work at least 3 hours a day under the conditions of the general labour market. Non-workable beneficiaries (recipients of social benefit) in a community of needs are among 15-year-olds or persons with health potential also legal restrictions, which cannot work at least 3 hours a day under the general conditions. Average values of March and September.",Basic security statistics for jobseekers according to the SGB II of the Federal Employment Agency
369,Sozialleistungen,SGBII-Leistungen,Leistungen nach SGB II (Summe der Leistungen) <Zeitpunkt> / Bedarfsgemeinschaften <Zeitpunkt>,"Zur Sicherung ihres Lebensunterhaltes werden erwerbsfähigen Hilfebedürftigen Leistungen der Grundsicherung für Arbeitssuchende (nach § 7 SGB II) erbracht. Bei der Berechnung der Leistungen wird eine einzelne erwerbsfähige Person oder eine so genannte Bedarfsgemeinschaft betrachtet. Bei einer Bedarfsgemeinschaft werden alle ihr angehörenden Personen mit ihren persönlichen Verhältnissen (Einkommen und Vermögen) in eine gemeinsame Berechnung einbezogen. Leben mehrere Personen im gleichen Haushalt mit Erwerbsfähigen zusammen und betreiben den Haushalt wirtschaftlich gemeinsam, werden unter Umständen alle zusammen als eine Bedarfsgemeinschaft behandelt. Auch nicht erwerbsfähige Personen im Haushalt von Erwerbsfähigen können Leistungen erhalten, wenn sie zur Bedarfsgemeinschaft gehören, und zwar Sozialgeld. Zur Bedarfsgemeinschaft gehören die im Haushalt lebenden eigenen Kinder und die Kinder des Partners, solange sie das 25. Lebensjahr noch nicht vollendet haben und unverheiratet sind und kein ausreichendes eigenes Einkommen oder Vermögen haben. Zweckgemeinschaften (wie z.B. Studenten-WGs) fallen nicht unter die Definition der Bedarfsgemeinschaft. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar. Durchschnittswerte von März und September.","Statistik der Bundesagentur für Arbeit. Grundsicherung für Arbeitsuchende nach dem SGB II, Geldleistungen für Bedarfsgemeinschaften",Social benefits,SGBII benefits,Benefits under SGB II (sum of benefits) < point of time> / Compensatory groups < point of time>,"In order to ensure their livelihood, a single working person or a community of needs is considered. In the case of a community of needs, all persons belonging to him or her with their personal circumstances (income and wealth) are included in a common calculation. Several persons living in the same household are living together and operate the household economically together, and may all be treated together as a community of needs. Also, non-working persons in the household of working persons can receive benefits if they belong to the community of needs, namely social benefits. The community of needs includes the children living in the household and the children of the partner as long as they have not yet completed the 25th year of life and are unmarried and do not have sufficient own income or assets. Purpose communities (such as student WGs) do not fall within the definition of the community of needs. From the reference year 2016, the statistics have been converted and the circle of persons has been expanded. Therefore, the indicators are only marginally comparable until 2015 and from 2016 onwards. Average values of March and September.","Statistics of the Bundesagentur für Arbeit. Grundsicherung für Arbeitsbesucher nach dem SGB II, cash benefits for community needs"
370,Sozialleistungen,ALG II-Leistungen (Höhe),Arbeitslosengeld II-Leistungen nach SGB II <Zeitpunkt> / Bedarfsgemeinschaften <Zeitpunkt>,"Zur Sicherung ihres Lebensunterhaltes werden erwerbsfähigen Hilfebedürftigen Leistungen der Grundsicherung für Arbeitssuchende (nach § 7 SGB II) erbracht. Bei der Berechnung der Leistungen wird eine einzelne erwerbsfähige Person oder eine so genannte Bedarfsgemeinschaft betrachtet. Bei einer Bedarfsgemeinschaft werden alle ihr angehörenden Personen mit ihren persönlichen Verhältnissen (Einkommen und Vermögen) in eine gemeinsame Berechnung einbezogen. Leben mehrere Personen im gleichen Haushalt mit Erwerbsfähigen zusammen und betreiben den Haushalt wirtschaftlich gemeinsam, werden unter Umständen alle zusammen als eine Bedarfsgemeinschaft behandelt. Auch nicht erwerbsfähige Personen im Haushalt von Erwerbsfähigen können Leistungen erhalten, wenn sie zur Bedarfsgemeinschaft gehören, und zwar Sozialgeld. Zur Bedarfsgemeinschaft gehören die im Haushalt lebenden eigenen Kinder und die Kinder des Partners, solange sie das 25. Lebensjahr noch nicht vollendet haben und unverheiratet sind und kein ausreichendes eigenes Einkommen oder Vermögen haben. Zweckgemeinschaften (wie z.B. Studenten-WGs) fallen nicht unter die Definition der Bedarfsgemeinschaft. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar. Durchschnittswerte von März und September.","Statistik der Bundesagentur für Arbeit. Grundsicherung für Arbeitsuchende nach dem SGB II, Geldleistungen für Bedarfsgemeinschaften",Social benefits,ALG II benefits (height),Unemployment benefit II benefits according to SGB II <Zeitpunkt> / Necessary Communities <Zeitpunkt>,"In order to ensure their livelihood, a single working person or a community of needs is considered. In the case of a community of needs, all persons belonging to him or her with their personal circumstances (income and wealth) are included in a common calculation. Several persons living in the same household are living together and operate the household economically together, and may all be treated together as a community of needs. Also, non-working persons in the household of working persons can receive benefits if they belong to the community of needs, namely social benefits. The community of needs includes the children living in the household and the children of the partner as long as they have not yet completed the 25th year of life and are unmarried and do not have sufficient own income or assets. Purpose communities (such as student WGs) do not fall within the definition of the community of needs. From the reference year 2016, the statistics have been converted and the circle of persons has been expanded. Therefore, the indicators are only marginally comparable until 2015 and from 2016 onwards. Average values of March and September.","Statistics of the Bundesagentur für Arbeit. Grundsicherung für Arbeitsbesucher nach dem SGB II, cash benefits for community needs"
371,Sozialleistungen,ALG II-Leistungen an SGBII,Arbeitslosengeld II-Leistungen nach SGB II <Zeitpunkt> / Leistungen nach SGB II (Summe der Leistungen) <Zeitpunkt> x 100,"Die Grundsicherung für Arbeitsuchende nach dem SGB II soll die Absicherung des Existenzminimums, also die  Sicherung des zum Leben Notwendigen, sicherstellen. Diese Absicherung ist für alle gedacht, die zu wenig oder keine eigenen Mittel zur Verfügung haben. Es wird umgangssprachlich oft als ""Hartz IV"" bezeichnet. Arbeitslosengeld II wird an erwerbsfähige Leistungsberechtigte gezahlt, Sozialgeld an nicht erwerbsfähige (Kinder unter 15 Jahren und Personen, die nicht arbeiten können). Trotz der Bezeichnung als Arbeitslosengeld ist Arbeitslosigkeit keine Voraussetzung, um Arbeitslosengeld II zu erhalten!. es kann auch ergänzend zu anderem Einkommen und dem Arbeitslosengeld I bezogen werden. Erwerbsfähige Leistungsberechtigte (Empfänger von Arbeitslosengeld II) sind in der Lage mindestens 3 Stunden täglich unter den Bedingungen des allgemeinen Arbeitsmarktes tätig zu sein. Nicht erwerbsfähige Leistungsberechtigte (Empfänger von Sozialgeld) in einer Bedarfsgemeinschaft sind unter 15-Jährige oder Personen mit gesundheitlichen evtl. auch rechtlichen Einschränkungen, die nicht mindestens 3 Stunden täglich unter den allgemeinen Bedingungen arbeiten können. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar. Durchschnittswerte von März und September.","Statistik der Bundesagentur für Arbeit. Grundsicherung für Arbeitsuchende nach dem SGB II, Geldleistungen für Bedarfsgemeinschaften",Social benefits,ALG II benefits to SGBII,Unemployment benefit II benefits according to SGB II <Zeitpunkt> / SGB II benefits (sum of benefits) <Zeitpunkt> x 100,"The basic guarantee for job seekers according to the SGB II is intended to ensure that the minimum subsistence, i.e. the maintenance of what is necessary for life, is guaranteed. This guarantee is intended for all those who have too little or no own resources available. It is often called ""Hartz IV"". Unemployment allowance II is paid to eligible beneficiaries, social benefit to non-workable (children under 15 years of age and persons who cannot work). Despite the designation of unemployment benefit, unemployment is not a prerequisite for obtaining unemployment benefit II!. It can also be obtained in addition to other income and unemployment benefit I. Eligible beneficiaries (recipients of unemployment benefit II) are able to work at least 3 hours a day under the conditions of the general labour market. Non-workable beneficiaries (recipients of social benefit) in a community of needs are also subject to legal restrictions among 15-year-olds or persons with health problems, which may not be able to work at least 3 hours a day under the general conditions.","Statistics of the Bundesagentur für Arbeit. Grundsicherung für Arbeitsbesucher nach dem SGB II, cash benefits for community needs"
372,Sozialleistungen,Leistungen für Unterkunft (Höhe),Leistungen für Unterkunft nach SGB II <Zeitpunkt> / Bedarfsgemeinschaften <Zeitpunkt>,"Zur Sicherung ihres Lebensunterhaltes werden erwerbsfähigen Hilfebedürftigen Leistungen der Grundsicherung für Arbeitssuchende (nach § 7 SGB II) erbracht. Bei der Berechnung der Leistungen wird eine einzelne erwerbsfähige Person oder eine so genannte Bedarfsgemeinschaft betrachtet. Bei einer Bedarfsgemeinschaft werden alle ihr angehörenden Personen mit ihren persönlichen Verhältnissen (Einkommen und Vermögen) in eine gemeinsame Berechnung einbezogen. Leben mehrere Personen im gleichen Haushalt mit Erwerbsfähigen zusammen und betreiben den Haushalt wirtschaftlich gemeinsam, werden unter Umständen alle zusammen als eine Bedarfsgemeinschaft behandelt. Auch nicht erwerbsfähige Personen im Haushalt von Erwerbsfähigen können Leistungen erhalten, wenn sie zur Bedarfsgemeinschaft gehören, und zwar Sozialgeld. Zur Bedarfsgemeinschaft gehören die im Haushalt lebenden eigenen Kinder und die Kinder des Partners, solange sie das 25. Lebensjahr noch nicht vollendet haben und unverheiratet sind und kein ausreichendes eigenes Einkommen oder Vermögen haben. Zweckgemeinschaften (wie z.B. Studenten-WGs) fallen nicht unter die Definition der Bedarfsgemeinschaft. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar. Durchschnittswerte von März und September.","Statistik der Bundesagentur für Arbeit. Grundsicherung für Arbeitsuchende nach dem SGB II, Geldleistungen für Bedarfsgemeinschaften",Social benefits,Accommodation services (height),Accommodation services according to SGB II <Zeitpunkt> / Necessary Communities <Zeitpunkt>,"In order to ensure their livelihood, a single working person or a community of needs is considered. In the case of a community of needs, all persons belonging to him or her with their personal circumstances (income and wealth) are included in a common calculation. Several persons living in the same household are living together and operate the household economically together, and may all be treated together as a community of needs. Also, non-working persons in the household of working persons can receive benefits if they belong to the community of needs, namely social benefits. The community of needs includes the children living in the household and the children of the partner as long as they have not yet completed the 25th year of life and are unmarried and do not have sufficient own income or assets. Purpose communities (such as student WGs) do not fall within the definition of the community of needs. From the reference year 2016, the statistics have been converted and the circle of persons has been expanded. Therefore, the indicators are only marginally comparable until 2015 and from 2016 onwards. Average values of March and September.","Statistics of the Bundesagentur für Arbeit. Grundsicherung für Arbeitsbesucher nach dem SGB II, cash benefits for community needs"
373,Sozialleistungen,Leistungen für Unterkunft an SGBII,Leistungen für Unterkunft nach SGB II <Zeitpunkt> / Leistungen nach SGB III (Summe der Leistungen) <Zeitpunkt> x 100,"Die Grundsicherung für Arbeitsuchende nach dem SGB II soll die Absicherung des Existenzminimums, also die  Sicherung des zum Leben Notwendigen, sicherstellen. Diese Absicherung ist für alle gedacht, die zu wenig oder keine eigenen Mittel zur Verfügung haben. Es wird umgangssprachlich oft als ""Hartz IV"" bezeichnet. Arbeitslosengeld II wird an erwerbsfähige Leistungsberechtigte gezahlt, Sozialgeld an nicht erwerbsfähige (Kinder unter 15 Jahren und Personen, die nicht arbeiten können). Trotz der Bezeichnung als Arbeitslosengeld ist Arbeitslosigkeit keine Voraussetzung, um Arbeitslosengeld II zu erhalten!. es kann auch ergänzend zu anderem Einkommen und dem Arbeitslosengeld I bezogen werden. Erwerbsfähige Leistungsberechtigte (Empfänger von Arbeitslosengeld II) sind in der Lage mindestens 3 Stunden täglich unter den Bedingungen des allgemeinen Arbeitsmarktes tätig zu sein. Nicht erwerbsfähige Leistungsberechtigte (Empfänger von Sozialgeld) in einer Bedarfsgemeinschaft sind unter 15-Jährige oder Personen mit gesundheitlichen evtl. auch rechtlichen Einschränkungen, die nicht mindestens 3 Stunden täglich unter den allgemeinen Bedingungen arbeiten können. Ab dem Berichtsjahr 2016 wurde die Statistik umgestellt und der Personenkreis erweitert. Daher sind die Indikatoren bis 2015 und ab 2016 nur eingeschränkt miteinander vergleichbar. Durchschnittswerte von März und September.","Statistik der Bundesagentur für Arbeit. Grundsicherung für Arbeitsuchende nach dem SGB II, Geldleistungen für Bedarfsgemeinschaften",Social benefits,Services for accommodation at SGBII,Services for accommodation according to SGB II <Zeitpunkt> / Services according to SGB III (sum of benefits) <Zeitpunkt> x 100,"The basic guarantee for job seekers according to the SGB II is intended to ensure that the minimum subsistence, i.e. the maintenance of what is necessary for life, is guaranteed. This guarantee is intended for all those who have too little or no own resources available. It is often called ""Hartz IV"". Unemployment allowance II is paid to eligible beneficiaries, social benefit to non-workable (children under 15 years of age and persons who cannot work). Despite the designation of unemployment benefit, unemployment is not a prerequisite for obtaining unemployment benefit II!. It can also be obtained in addition to other income and unemployment benefit I. Eligible beneficiaries (recipients of unemployment benefit II) are able to work at least 3 hours a day under the conditions of the general labour market. Non-workable beneficiaries (recipients of social benefit) in a community of needs are also subject to legal restrictions among 15-year-olds or persons with health problems, which may not be able to work at least 3 hours a day under the general conditions.","Statistics of the Bundesagentur für Arbeit. Grundsicherung für Arbeitsbesucher nach dem SGB II, cash benefits for community needs"
