Bereich,ID,Indikator,Raumbezug,Kennziffer,Name,Zeitbezug,Wert
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2004,2133.83
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2005,2236.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2006,2320.53
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2007,2401.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2008,2452.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2009,2398.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2010,2494.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2011,2559.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2012,2584.26
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2013,2634.82
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2014,2701.37
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2015,2790.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2016,2840.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2017,2896.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2018,2977.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2019,3081.8
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12067000,Oder-Spree,2020,3107.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2000,1726.73
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2001,1749.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2002,1779.07
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2003,1827.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2004,1865.46
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2005,1903.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2006,1938.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2007,1958.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2008,1985.47
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2009,2008.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2010,2055.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2011,2102.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2012,2080.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2013,2094.64
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2014,2186.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2015,2234.73
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2016,2275.51
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2017,2336.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2018,2400.18
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2019,2466.12
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12068000,Ostprignitz-Ruppin,2020,2555.8
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2000,1872.11
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2001,1926.4
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2002,1961.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2003,1949.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2004,1965.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2005,2000.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2006,2027.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2007,2092.61
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2008,2149.71
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2009,2143.83
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2010,2249.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2011,2327.77
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2012,2319.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2013,2284.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2014,2402.42
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2015,2525.81
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2016,2603.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2017,2680.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2018,2735.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2019,2800.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12069000,Potsdam-Mittelmark,2020,2918.71
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2000,1706.6
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2001,1754.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2002,1813.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2003,1841.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2004,1891.13
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2005,1909.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2006,1930.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2007,2017.55
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2008,2025.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2009,2049.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2010,2128.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2011,2227.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2012,2230.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2013,2248.2
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2014,2295.19
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2015,2343.84
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2016,2418.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2017,2496.12
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2018,2564.69
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2019,2615.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12070000,Prignitz,2020,2649.53
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2000,1952.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2001,1960.68
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2002,2019.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2003,2059.11
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2004,2117.03
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2005,2157.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2006,2147.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2007,2282.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2008,2358.7
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2009,2471.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2010,2535.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2011,2622.99
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2012,2650.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2013,2750.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2014,2810.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2015,2917.88
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2016,2977.94
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2017,2966.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2018,2935.4
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2019,3038.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12071000,Spree-Neiße,2020,3064.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2000,1989.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2001,2082.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2002,2167.25
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2003,2218.13
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2004,2298.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2005,2411.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2006,2508.55
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2007,2608.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2008,2672.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2009,2649.81
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2010,2799.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2011,2906.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2012,2964.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2013,3099.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2014,3164.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2015,3346.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2016,3404.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2017,3511.71
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2018,3659.5
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2019,3745.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12072000,Teltow-Fläming,2020,3574.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2000,1876.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2001,1940.66
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2002,1965.46
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2003,2002.88
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2004,2071.21
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2005,2184.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2006,2230.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2007,2304.37
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2008,2382.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2009,2460.98
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2010,2494.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2011,2530.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2012,2636.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2013,2732.77
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2014,2812.21
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2015,3021.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2016,3087.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2017,3132.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2018,3123.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2019,3248.12
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,12073000,Uckermark,2020,3277.41
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2000,1949.25
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2001,2020.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2002,2072.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2003,2123.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2004,2188.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2005,2219.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2006,2269.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2007,2383.75
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2008,2469.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2009,2591.86
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2010,2546.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2011,2617.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2012,2699.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2013,2770.18
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2014,2844.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2015,2991.7
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2016,3039.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2017,3167.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2018,3272.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2019,3406.7
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13003000,Rostock,2020,3221.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2000,1977.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2001,2033.53
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2002,2145.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2003,2174.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2004,2220.55
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2005,2281.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2006,2261.53
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2007,2306.38
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2008,2308.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2009,2327.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2010,2365.42
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2011,2436.54
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2012,2472.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2013,2494.97
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2014,2582.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2015,2713.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2016,2774.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2017,2811.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2018,2899.42
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2019,2972.07
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13004000,Schwerin,2020,2992.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2000,1655.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2001,1710.37
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2002,1740.59
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2003,1790.38
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2004,1808.12
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2005,1806.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2006,1828.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2007,1898.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2008,1906.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2009,1914.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2010,1984.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2011,2067.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2012,2069.26
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2013,2252.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2014,2397.76
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2015,2447.54
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2016,2513.88
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2017,2564.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2018,2639.79
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2019,2691.72
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13071000,Mecklenburgische Seenplatte,2020,2767.86
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13072000,Landkreis Rostock,2000,1666.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13072000,Landkreis Rostock,2001,1696.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13072000,Landkreis Rostock,2002,1706.6
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Kreise,13072000,Landkreis Rostock,2003,1733.51
