select,category,category_de,category_nl,name,name_de,algorithmus,description,statistical_basis,name_nl,source_de,source_id_de,source_nl,source_id_nl,gemeinden,kreise,zeitbezug_gemeinden,zeitbezug_kreise
,,Flächennutzung und Umwelt,,,Waldfläche,(Waldfläche <Zeitpunkt> + Gehölzfläche <Zeitpunkt>) / Fläche <Zeitpunkt> x 100,"Der Anteil der Waldfläche gibt an, wie viel der Gebietsfläche mit Forstpflanzen (Waldbäume und Waldpflanzen) bestockt sind. Neben der forstwirtschaftlichen Nutzung haben Waldflächen einen hohen Wert für die CO2-Bilanz sowie einen hohen Erholungswert. Sie prägen stark das Landschaftsbild. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,14668,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Erholungsfläche je Einwohner,Erholungsfläche in ha <Zeitpunkt> / Einwohner <Zeitpunkt> x 10.000,"Erholungsflächen umfassen unbebaute Flächen, die überwiegend dem Sport, der Erholung oder dazu dienen, Tiere oder Pflanzen zu zeigen. Zu diesen Flächen gehören u. a. Grünanlagen, Parks, Schrebergärten sowie der Sportflächen und Campingplätze. Erholungsflächen erfüllen eine wichtige soziale sowie ökologische Komponente. So haben Erholungsflächen einen hohen Freizeitwert, können Stress reduzieren und sie können als Treffpunkt verschiedener sozialer Schichten dienen. Erholungsflächen haben jedoch auch einen hohen ökologischen Wert, da sie durch Klimaregulation und Luftfilterung insbesondere in städtischen Gebieten die Luftqualität verbessern können. Letztlich sind Erholungsräume auch ein wichtiger „weicher“ Standortfaktor und damit auch von ökonomischer Relevanz. Hinweise zu den Daten: Durch Änderungen der Erhebungsmethoden kommt es zu Wechsel zwischen den Flächennutzungsklassen, ohne dass eine tatsächliche Nutzungsänderung eingetreten ist. Diese werden im Gegensatz zu den im Wegweiser Kommune der Bertelsmann-Stiftung veröffentlichten Daten im BBSR unter Hilfe weiterer Informationen bereinigt, wo möglich. Dadurch ergeben sich marginale Datenunterschiede. Für eine bessere Lesbarkeit werden die Daten hier in m² je E. und nicht in km² je E. ausgewiesen. Eine Änderung der Klassifikation der Nutzung in 2016 erschwert die Vergleichbarkeit der Daten von 2016 und 2017 gegenüber den Vorjahren. Die Zeitreihe ist daher unter Vorbehalt nutzbar.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,15008,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Siedlungsdichte in km²,E <Zeitpunkt> /Siedlungs- und Verkehrsfläche <Zeitpunkt>,"Die Siedlungsdichte beziffert, wieviele Einwohner pro km² Siedlungs- und Verkehrsfläche leben und gibt Hinweise auf die Effizien der Siedlungsflächennutzung. Er ist einer der drei Indikatoren der Deutschen Nachhaltigkeitsstrategie zur nachhaltigen Flächennutzung. Im Gegensatz zur Einwohnerdichte bezieht sich dieser Dichteindikator also nur auf die für Siedlungszwecke relevanten Flächen. Siedlungs- und Verkehrsfläche ist nicht gleichzusetzen mit versiegelter Fläche. Zur Siedlungs-fläche zählen die Nutzungsarten Wohnbaufläche, Industrie- und Gewerbefläche, Öffentliche Einrichtungen sowie Erholungsfläche und Friedhöfe, abzüglich der Flächen für Bergbaubetrieb und Tagebau (sogenanntes Abbauland). Die Verkehrsfläche setzt sich aus den vier Unterarten Straßen- und Wegeverkehr, Bahn-, Flug- und Schiffsverkehr zusammen. Dementsprechend bezieht sich der Indikator nicht allein auf die versiegelte Fläche, sondern erfasst auch unbebaute und nicht versiegelte Flächen wie Hausgärten, Parks, Grünanlagen, Straßenbegleitgrün etc. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt. Die Flächen werden von der Statistik in ha ausgewiesen. Bei der Bezugsgröße der Einwohner ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16407,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Siedlungs- und Verkehrsfläche,Siedlungs- und Verkehrsfläche <Zeitpunkt> / Fläche <Zeitpunkt> x 100,"Der Indikator benennt den Anteil der Gebietsfläche, die für Siedlungszwecke beansprucht wird. Siedlungs- und Verkehrsfläche ist nicht gleichzusetzen mit versiegelter Fläche. Zur Siedlungsfläche zählen die Nutzungsarten Wohnbaufläche, Industrie- und Gewerbefläche, Öffentliche Einrichtungen sowie Erholungsfläche und Friedhöfe, abzüglich der Flächen für Bergbaubetrieb und Tagebau (sogenanntes Abbauland). Die Verkehrsfläche setzt sich aus den vier Unterarten Straßen- und Wegeverkehr, Bahn-, Flug- und Schiffsverkehr zusammen. Dementsprechend bezieht sich der Indikator nicht allein auf die versiegelte Fläche, sondern erfasst auch unbebaute und nicht versiegelte Flächen wie Hausgärten, Parks, Grünanlagen, Straßenbegleitgrün etc. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Flächen werden von der Statistik in ha ausgewiesen. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16436,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Erholungsfläche,Erholungsfläche <Zeitpunkt> / Fläche <Zeitpunkt> x 100,"Der Indikator beziffert den Anteil der Erholungsfläche an der Gesamtfläche. Erholungsflächen sind überwiegend grüne, weniger versiegelte Flächen, die wichtige Funktionen für das lokale Kleinklima und die Grundwasserneubildung übernehmen. Sie tragen zur ökologischen Aufwertung der Städte und Gemeinden bei und erhöhen deren Wohnqualität. Erholungsflächen sind definiert als unbebaute Flächen, die vorwiegend dem Sport, der Erholung oder dazu dienen, Tiere oder Pflanzen zu zeigen. Hierzu gehören u. a. Grünanlagen einschl. Parks, Schrebergärten und dergleichen sowie Sportflächen und Campingplätze. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16437,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Wasserfläche,Wasserfläche <Zeitpunkt> / Fläche <Zeitpunkt> x 100,"Der Indikator beschreibt den Anteil der Gebietsfläche, der mit Wasser bedeckt ist. Gewässer haben eine vielfältige Nutzung als Verkehrswege, zur Fischerei und zur Erholung. Sie prägen das Landschaftsbild. Zu den wasserbedeckten Gebietsflächen zählen Fließgewässer, stehende Gewässer, Hafenbecken und an Küsten den Teil des Meeres, der auf gesetzlichen Grundlagen inkommunalisiert wurde (z.B. Eindeichungen, Änderungen von Hafenanlagen). Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Erhebung basiert 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16529,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Naturnähere Fläche,Gewässerfläche (ohne Hafenbecken) + Vegetationsfläche (ohne Landwirtschaft und Wald) / Bodenfläche gesamt x 100,"Der Anteil der naturnäheren Fläche gibt an, wie viel der Gebietsfläche noch in einem besonderen, möglichst unbelasteten Zustand sind. Da eine direkte Messung schwierig ist, werden in die Kategorie naturnähere Flächen folgende Flächen zusammengefasst: Stein-, Lehm-, Kiesgruben, Moor- und Heideflächen. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16532,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Naturnähere Fläche je Einwohner,Gewässerfläche (ohne Hafenbecken) + Vegetationsfläche (ohne Landwirtschaft und Wald) / Bevölkerung insgesamt x 100,"Naturnähere Flächen sind Flächen in einem besonderen, möglichst unbelasteten Zustand sind. Da eine direkte Messung schwierig ist, werden in die Kategorie naturnähere Flächen folgende Flächen zusammengefasst: Stein-, Lehm-, Kiesgruben, Moor- und Heideflächen. Mit Bezug auf die Einwohnerzahl drückt der Indikator aus, wie viel Fläche der Stadt oder Gemeinde jeder und jedem theoretisch zur Verfügung steht. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt. Bei der Bezugsgröße der Einwohner ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16533,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Freifläche,Freifläche <Zeitpunkt> / Fläche <Zeitpunkt> x 100,"Der Anteil der Freifläche gibt an, wie viel der Gebietsfläche nicht bebaut ist. Die Freifläche ist nicht gleichzusetzen mit der unversiegelten Fläche und auch nicht mit der Freifläche nach BauGB. Zur Freifläche zählen neben Landwirtschafts-, Wald und Wasserflächen auch die unbebauten Siedlungsflächen, nämlich Abbauland, Erholungs- und Friedhofsflächen. Anteilswerte an der Gebietsfläche sind immer abhängig vom (administrativen) Zuschnitt der Gebietseinheit. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16546,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Freifläche je Einwohner,Freifläche <Zeitpunkt> / E <Zeitpunkt> x 10000,"Der Indikator gibt an, wie viel freie, unbebaute Fläche jeder Einwohner theoretisch nutzen kann. Freifläche ist bedeutsam für die Luftqualität, das Erscheinungsbild der Umgebung und das Mikroklima. Die Freifläche ist nicht gleichzusetzen mit der unversiegelten Fläche und auch nicht mit der Freifläche nach BauGB. Zur Freifläche zählen neben Landwirtschafts-, Wald und Wasserflächen auch die unbebauten Siedlungsflächen, nämlich Abbauland, Erholungs- und Friedhofsflächen. Die Erhebung basiert ab 2016 auf dem Amtlichen Liegenschaftskataster-Informationssystem (ALKIS), vor 2016 auf einer Auswertung des Liegenschaftskatasters, zuletzt der Automatisierten Liegenschaftsbücher (ALB). Durch die Änderung der Erfassungsgrundlage ist die Vergleichbarkeit der Daten ab 2016 mit den Vorjahren aus methodischen Gründen erheblich eingeschränkt. Die Flächen werden von der Statistik in ha ausgewiesen. Bei der Bezugsgröße der Einwohner ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Flächenerhebung nach Art der tatsächlichen Nutzung des Bundes und der Länder,,Inkar,16547,,,,X,,2016 - 2020
,,Flächennutzung und Umwelt,,,Abfallmenge,Entsorgte Abfallmenge <Zeitpunkt> / E <Zeitpunkt>,"Eine nachhaltige Abfallpolitik hat das Ziel der Schonung natürlicher Ressourcen und der Verminderung von Emissionen. Die Abfallvermeidung ist dabei zentrales Anliegen von Abfallpolitik und besitzt laut Kreislaufwirtschaftsgesetz (KrGW) die höchste Priorität in der fünfstufigen Abfallhierarchie. Abfallvermeidung kann unter anderem über eine ressourceneffiziente Produktion oder über ein umsichtiges Verbraucherverhalten erreicht werden. Die Erhebung der Abfallentsorgung wird bei den Betreibern von zulassungsbedürftigen Anlagen durchgeführt, die eigene oder von Dritten übernommene Abfälle entsorgen. Es existieren keine Informationen darüber, ob die entsorgten Abfälle auch vor Ort entstanden sind, was zu Einschränkungen bei der Datenqualität führt.",Erhebung über die Abfallentsorgung des Bundes und der Länder,,Inkar,16947,,,,X,,2002 - 2020
,,Flächennutzung und Umwelt,,,Haushaltsabfälle,Haushaltsabfälle insgesamt in t <Zeitpunkt> / E <Zeitpunkt> x 1000,"Haushaltsabfälle sind nicht gefährlicher Hausmüll, nicht gefährliche hausmüllähnliche Gewerbeabfälle (sogenannter Geschäftsmüll) und Sperrmüll, die über die öffentliche Müllabfuhr eingesammelt werden. Da die öffentlich-rechtliche Organisation der Abfallentsorgung in den Bundesländern unterschiedlich organisiert ist, sind die Mengen an Geschäftsmüll unterschiedlich hoch. Die Menge an Hausmüll pro Kopf gibt an, wie sparsam die Bevölkerung im Durchschnitt konsumiert. Im Zeitverlauf zeigt de Indikator an, wie stark es der Bevölkerung gelingt, Müll zu vermeiden. Die Abfallmengen werden von der Statistik in t ausgewiesen. Bei der Bezugsgröße der Einwohner ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Erhebung der öffentlich-rechtlichen Abfallentsorgung des Bundes und der Länder,,Inkar,16948,,,,X,,2007 - 2020
,,Flächennutzung und Umwelt,,,Haus- und Sperrmüll,Haus- und Sperrmüll <Zeitpunkt> / Haushaltsabfälle insgesamt <Zeitpunkt> x 100,"Haushaltsabfälle (ohne Elektrogeräte) werden unterschieden in Haus- und Sperrmüll, getrennt erfasste organische Abfälle und Wertstoffe sowie sonstige Abfälle. Der Anteil an Haus- und Sperrmüll zeigt an, wieviel des Hausmüllaufkommens nicht verwertet wurde, denn sonstige Abfälle machen nur einen geringen Anteil an der Gesamtmenge aus. Die unterschiedliche Erfassung des sogenannten Geschäftsmülls durch die Länder beeinflusst den Wert des Indikators. ",Erhebung der öffentlich-rechtlichen Abfallentsorgung des Bundes und der Länder,,Inkar,16949,,,,X,,2007 - 2020
,,Flächennutzung und Umwelt,,,Organischer Abfall,Organische Abfälle <Zeitpunkt> / Haushaltsabfälle insgesamt <Zeitpunkt> x 100,Der Anteil organischer Abfälle beschreibt den Umfang an biologisch abbaubaren Stoffen an den gesamten Haushaltsabfällen. Zu den organischen Abfällen gehören Abfälle aus der Biotonne sowie biologisch abbaubare Garten- und Parkabfälle inklusive Friedhofsabfälle. Nicht alle Städte und Gemeinden haben flächendeckend die Biotonne eingeführt. Die unterschiedliche Erfassung des sogenannten Geschäftsmülls durch die Länder beeinflusst den Wert des Indikators. ,Erhebung der öffentlich-rechtlichen Abfallentsorgung des Bundes und der Länder,,Inkar,16950,,,,X,,2007 - 2020
,,Flächennutzung und Umwelt,,,Wertstoffe,Wertstoffe <Zeitpunkt> / Haushaltsabfälle insgesamt <Zeitpunkt> x 100,"Neben der Vermeidung ist die Verwertung von Müll eine wesentliche Komponente nachhaltigen Konsums und der Kreislaufwirtschaft. Wertstoffe werden in der Erhebung der Abfallentsorgung getrennt erfasst. Dabei handelt es sich um zur Verwertung geeignete Abfälle, die getrennt vom Hausmüll (Restmüll) und Sperrmüll in eigens dafür vorgesehenen Sammelbehältern (z.B. gelbe Tonnen/Säcke) eingesammelt oder an entsprechende Sammelstellen angeliefert werden. Zu den getrennt erfassten Wertstoffen gehören gemischte Verpackungen, Glas, Papier, Pappe, Karton, Metalle, Holz, Kunststoff und Textilien. Die unterschiedliche Erfassung des sogenannten Geschäftsmülls durch die Länder beeinflusst den Wert des Indikators. ",Erhebung der öffentlich-rechtlichen Abfallentsorgung des Bundes und der Länder,,Inkar,16951,,,,X,,2007 - 2020
,,Flächennutzung und Umwelt,,,Stickstoffüberschuss,(Überschuss der Stickstoff-Flächenbilanz in t <Zeitpunkt> + Überschuss der Stickstoff-Flächenbilanz in t <Zeitpunkt-1> + Überschuss der Stickstoff-Flächenbilanz in t <Zeitpunkt-2>) / 3 / Landwirtschaftliche Nutzfläche in ha <Zeitpunkt> x 1000,"Der Stickstoffüberschuss wird über die Modellrechnungen des Instituts für Ressourcenmanagement der Universität Gießen ermittelt. In die Berechnung fließen ein der Düngemitteleinsatz, der Eintrag aus der Luft, die Entnahme durch Erträge etc. Bei der Gesamt-Bilanz wird die Landwirtschaft als eine Einheit (der einzelne Betrieb ebenso wie die Landwirtschaft als volkswirtschaftlicher Sektor) betrachtet, die als Input Vorleistungen in Form von Mineraldünger, extern erzeugten Futtermitteln sowie weiteren Produkten bezieht und als Output pflanzliche und tierische Erzeugnisse vermarktet (Ernährung, industrielle Verarbeitung, Export). Der Überschuss einer Bilanzeinheit entspricht der Differenz zwischen dem N-Zufuhr und dem N-Entzug und charakterisiert die potenziellen Stickstoff-Verluste aus dieser Einheit. Wegen jährlicher Schwankungen wird das gleitende 3-Jahresmittel verwendet. Die jährlichen Schwankungen beruhen auf wechselnden Erträgen, z.T. aber auch auf Lagerbestandveränderungen von N-Mineraldünger, die nur rechnerisch im Einzeljahr stärkere Ausschläge des N-Überschuss verursachen, im Mittel mehrerer Jahre sich aber ausgleichen. Weitere Hinweise zur Methodik: Uwe Häußermann, Martin Bach, Laura Klement, Lutz Breuer (2019): Stickstoff-Flächenbilanzen für Deutschland mit Regionalgliederung Bundesländer und Kreise – Jahre 1995 bis 2017. Methodik, Ergebnisse und Minderungsmaßnahmen. Abschlussbericht. UBA-Text 131/2019, online unter www.umweltbundesamt.de/publikationen/stickstoff-flaechenbilanzen-fuer-deutschland",Institut für Ressourcenmanagement der Universität Gießen,,Inkar,17586,,,,X,,1996 - 2018
,,Medizinische und soziale Versorgung,,,Betreuungsquote Kleinkinder,Kinder < 3 Jahre in Tageseinrichtungen  <Zeitpunkt> / Kinder < 3 Jahre <Zeitpunkt> x 100,"Der Ausbau der Kinderbetreuung hat zum Ziel, die Bildungschancen der Kinder - unabhängig von Herkunft und Bildungsstand der Eltern - zu erhöhen. Gleichzeitig wird den Eltern die Chance auf eine Erwerbstätigkeit geboten, was ohne ein adäquates Betreuungsangebot nicht möglich wäre. Aus diesen Gründen besitzt die frühkindliche Bildung eine Schlüsselposition für die soziale Dimension (Bildung, Gleichberechtigung, Chancengleichheit, demografischer Wandel), wie auch für die ökonomische Dimension (finanzielle Situation der Eltern). Kommunen haben hier nicht nur eine Pflichtaufgabe, sondern vielfältige Gestaltungsmöglichkeiten, die allgemeine soziale Lage in ihrem Verantwortungsbereich zu beeinflussen. Bei der Bezugsgröße Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen. Es bestehen leichte Unterschiede zu den im „Wegweiser Kommune“/SDG-Portal der Bertelsmann-Stiftung veröffentlichten Werte, die auf die Zählung der Kinder in Tageseinrichtungen und Tagespflege sowie auf die Einbeziehung von rückgerechneten Bevölkerungsdaten seitens der amtlichen Statistik zurückzuführen sind.",Kindertagesbetreuung in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege,,Inkar,14470,,,,X,,2006 - 2020
,,Medizinische und soziale Versorgung,,,Ganztags-Betreuungsquote Kleinkinder,Kinder < 3 Jahre in Tageseinrichtungen mit einer Betreuungszeit über 7 Stunden täglich <Zeitpunkt> / Kinder < 3 Jahre <Zeitpunkt> x 100,"Es werden Angaben zu den in den Tageseinrichtungen betreuten Kindern als Individualdaten eingeholt. Der Indikator ermöglicht einen Überblick über die Nachfragesituation bei der Ganztagsbetreuung von Kleinkindern in Kindertageseinrichtungen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Kindertagesbetreuung regional (Gemeinschaftsveröffentlichung Statistische Ämter des Bundes und der Länder),,Inkar,14471,,,,X,,2007 - 2018
,,Medizinische und soziale Versorgung,,,Betreuungsquote Vorschulkinder,Kinder 3 -< 6 Jahre in Tageseinrichtungen <Zeitpunkt> / Kinder 3 -< 6 Jahre <Zeitpunkt> x 100,"Es werden Angaben zu den in den Tageseinrichtungen betreuten Kindern als Individualdaten eingeholt. Der Indikator ermöglicht einen Überblick über die Nachfragesituation bei der Betreuung von Kindern im Vorschulalter in Kindertageseinrichtungen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Kindertagesbetreuung regional (Gemeinschaftsveröffentlichung Statistische Ämter des Bundes und der Länder),,Inkar,14472,,,,X,,2006 - 2020
,,Medizinische und soziale Versorgung,,,Ganztags-Betreuungsquote Vorschulkinder,Kinder 3 -< 6 Jahre in Tageseinrichtungen mit einer Betreuungszeit über 7 Stunden täglich <Zeitpunkt> / Kinder 3-< 6 Jahre <Zeitpunkt> x 100,"Es werden Angaben zu den in den Tageseinrichtungen betreuten Kindern als Individualdaten eingeholt. Der Indikator ermöglicht einen Überblick über die Nachfragesituation bei der Ganztagsbetreuung von Kindern im Vorschulalter in Kindertageseinrichtungen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Kindertagesbetreuung regional (Gemeinschaftsveröffentlichung Statistische Ämter des Bundes und der Länder),,Inkar,14473,,,,X,,2007 - 2018
,,Medizinische und soziale Versorgung,,,Kinder ausländischer Herkunft in Tageseinrichtungen,Kinder mit ausl. Herkunft in Tageseinrichtungen <Zeitpunkt> / betreute Kinder in Tageseinrichtungen x 100,"Ausländische Herkunft mindestens eines Elternteils. Hierbei ist die aktuelle Staatsangehörigkeit der Eltern nicht maßgeblich. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Kindertagesbetreuung regional (Gemeinschaftsveröffentlichung Statistische Ämter des Bundes und der Länder),,Inkar,14474,,,,X,,2009 - 2018
,,Medizinische und soziale Versorgung,,,Pädagogisches Personal in Tageseinrichtungen,Genehmigte Plätze in Tageseinrichtungen für Kinder <Zeitpunkt> / pädagogisches Personal (rechneriscche Vollzeitstellen) <Zeitpunkt>,"Pädagogisches Personal: Personen, die in den Arbeitsbereichen Gruppenleitung, Zweit- bzw. Ergänzungskraft, Förderung von Kindern nach SGB VIII bzw. SGB XII oder gruppenübergreifend tätig sind.",Statistik der Kinder und tätigen Personen in Tageseinrichtungen des Bundes und der Länder,,Inkar,14475,,,,X,,2010 - 2020
,,Medizinische und soziale Versorgung,,,Integrative Kindertageseinrichtungen,Integrative Tageseinrichtungen <Zeitpunkt> / Kindertageseinrichtungen <Zeitpunkt> x 100,"In integrativen Kindertageseinrichtungen werden körperlich oder geistig behinderte Kinder mit nicht behinderten Kindern gemeinsam gefördert. Kleinere Gruppenstärken und ein höherer Betreuungsschlüssel ermöglichen hierbei die gezielte Förderung aller Kinder ohne Benachteiligungen. Zusätzlich gibt es oft Räumlichkeiten zur Durchführung von Therapien, womit Eltern und ihre Kinder entlastet werden, da keine zusätzlichen Therapiefahrten außerhalb des Betreuungszeitraums anfallen. Familien werden so in der ökonomischen, sozialen und indirekt auch in der ökologischen Dimension unterstützt – dies entspricht dem Prinzip der Ganzheitlichkeit. In den Gruppen der integrativen Kindertageseinrichtungen werden die Sozialkompetenzen aller Kinder gefördert. Integrative Kindertageseinrichtungen folgen dem Prinzip der intragenerativen Gerechtigkeit.",Kindertagesbetreuung in Tageseinrichtungen und in öffentlich geförderter Kindertagespflege,,Inkar,14476,,,,X,,2007 - 2020
,,Medizinische und soziale Versorgung,,,Ambulante Pflege,Pflegebedürftige in ambulanter Pflege <Zeitpunkt> / Pflegebedürftige <Zeitpunkt> x 100,"Neue Statistik ab Berichtsjahr 2009. Vergleichbarkeit von 2017 zu den Vorjahren ist nur eingeschränkt möglich, da sich der Begriff der Pflegebedürftigkeit geändert hat. Es gelten seit 2017 fünf Pflegegrade, die das vorherige System der drei Pflegestufen ersetzen. im ersten Pflegegrad besteht kein Anspruch auf Pflegegeld, sondern auf einen Entlastungsbetrag.",Pflegestatistik des Bundes und der Länder,,Inkar,14486,,,,X,,2009 - 2019
,,Medizinische und soziale Versorgung,,,Stationäre Pflege,Pflegebedürftige in stationärer Dauerpflege <Zeitpunkt> / Pflegebedürftige <Zeitpunkt> x 100,"Dauerpflege, ohne Kurzzeitpflege. Neue Statistik ab Berichtsjahr 2009. Vergleichbarkeit von 2017 zu den Vorjahren ist nur eingeschränkt möglich, da sich der Begriff der Pflegebedürftigkeit geändert hat. Es gelten seit 2017 fünf Pflegegrade, die das vorherige System der drei Pflegestufen ersetzen. im ersten Pflegegrad besteht kein Anspruch auf Pflegegeld, sondern auf einen Entlastungsbetrag.",Pflegestatistik des Bundes und der Länder,,Inkar,14487,,,,X,,2009 - 2019
